ax,ay,az
-0.02,-0.7,0.29
-0.02,-0.72,0.26
-0.0,-0.76,0.17
0.01,-0.8,0.14
0.04,-0.94,0.12
0.03,-0.99,0.11
0.02,-1.0,0.05
0.02,-1.0,0.04
0.0,-1.0,0.03
0.0,-1.0,0.03
0.01,-1.01,0.02
0.03,-1.03,0.02
0.05,-1.05,0.03
0.06,-1.06,0.04
0.06,-1.05,0.03
0.06,-1.04,0.01
0.07,-1.05,-0.01
0.08,-1.06,-0.03
0.08,-1.07,-0.06
0.08,-1.06,-0.07
0.12,-1.08,-0.03
0.11,-1.1,-0.02
0.1,-1.1,-0.0
0.1,-1.1,0.01
0.11,-1.11,0.02
0.1,-1.1,0.04
0.1,-1.1,0.04
0.1,-1.1,0.04
0.1,-1.09,0.03
0.1,-1.08,0.01
0.09,-1.07,0.01
0.09,-1.05,-0.02
0.08,-1.05,-0.02
0.08,-1.05,-0.05
0.07,-1.06,-0.07
0.07,-1.08,-0.09
0.07,-1.08,-0.1
0.06,-1.09,-0.11
0.05,-1.09,-0.11
0.04,-1.09,-0.09
0.03,-1.09,-0.08
0.02,-1.07,-0.07
0.01,-1.06,-0.06
0.01,-1.03,-0.06
0.0,-1.02,-0.06
-0.0,-1.01,-0.08
-0.01,-1.01,-0.08
-0.02,-0.99,-0.09
-0.02,-0.98,-0.09
-0.03,-0.95,-0.07
-0.03,-0.95,-0.06
-0.04,-0.93,-0.05
-0.04,-0.92,-0.05
-0.04,-0.92,-0.05
-0.05,-0.91,-0.06
-0.05,-0.9,-0.06
-0.04,-0.91,-0.06
-0.05,-0.91,-0.05
-0.04,-0.93,-0.05
-0.04,-0.94,-0.05
-0.04,-0.96,-0.05
-0.04,-0.96,-0.05
-0.05,-0.96,-0.04
-0.05,-0.96,-0.04
-0.05,-0.96,-0.05
-0.05,-0.96,-0.06
-0.05,-0.97,-0.07
-0.05,-0.98,-0.08
-0.04,-0.99,-0.09
-0.04,-1.0,-0.09
-0.04,-1.0,-0.08
-0.04,-1.01,-0.07
-0.04,-1.0,-0.05
-0.05,-1.0,-0.04
-0.05,-0.98,-0.01
-0.05,-0.97,-0.0
-0.05,-0.96,0.01
-0.06,-0.96,0.02
-0.05,-0.96,0.01
-0.07,-0.95,0.0
-0.07,-0.94,-0.02
-0.08,-0.94,-0.04
-0.09,-0.92,-0.1
-0.11,-0.91,-0.16
-0.12,-0.86,-0.35
-0.16,-0.84,-0.54
-0.2,-0.76,-0.77
-0.09,-0.55,-1.99
0.18,-0.56,-3.1
0.87,-0.68,-4.0
1.04,-0.67,-4.0
1.64,-1.04,-3.14
1.6,-1.27,-1.4
1.39,-0.98,1.21
1.35,-0.96,2.17
1.23,-1.11,3.96
1.19,-0.97,4.0
1.14,-0.76,4.0
0.98,-0.72,4.0
0.59,-0.62,2.51
