ax,ay,az
-0.13,-0.84,0.28
-0.14,-0.85,0.2
-0.09,-0.93,0.07
-0.14,-0.98,0.11
-0.15,-1.06,0.08
-0.13,-1.09,0.08
-0.13,-1.1,0.1
-0.13,-1.08,0.11
-0.14,-1.05,0.11
-0.14,-1.0,0.12
-0.12,-0.96,0.1
-0.14,-0.95,0.14
-0.14,-0.95,0.14
-0.13,-0.94,0.16
-0.14,-0.95,0.15
-0.13,-0.96,0.08
-0.13,-0.98,0.09
-0.14,-1.01,0.1
-0.12,-1.01,0.08
-0.08,-1.0,0.1
-0.08,-1.0,0.11
-0.03,-0.98,0.16
0.01,-0.97,0.22
0.03,-0.97,0.31
0.03,-1.0,0.36
0.02,-1.03,0.43
0.03,-1.03,0.43
0.03,-1.05,0.42
0.01,-1.06,0.41
-0.02,-1.07,0.39
-0.02,-1.07,0.35
-0.03,-1.08,0.28
-0.05,-1.08,0.26
-0.06,-1.07,0.21
-0.06,-1.05,0.2
-0.07,-1.03,0.18
-0.08,-1.02,0.17
-0.09,-1.01,0.17
-0.09,-1.0,0.18
-0.09,-1.01,0.19
-0.09,-1.02,0.22
-0.09,-1.02,0.24
-0.09,-1.02,0.23
-0.08,-1.02,0.23
-0.09,-1.02,0.23
-0.09,-1.02,0.22
-0.08,-1.02,0.21
-0.09,-1.01,0.22
-0.09,-1.0,0.22
-0.09,-1.0,0.23
-0.09,-1.0,0.24
-0.1,-1.0,0.24
-0.1,-0.98,0.27
-0.1,-0.97,0.28
-0.1,-0.96,0.29
-0.1,-0.95,0.29
-0.11,-0.95,0.3
-0.11,-0.96,0.31
-0.1,-0.95,0.3
-0.11,-0.96,0.31
-0.11,-0.96,0.31
-0.11,-0.96,0.32
-0.11,-0.96,0.32
-0.11,-0.95,0.33
-0.12,-0.94,0.36
-0.12,-0.94,0.38
-0.12,-0.94,0.4
-0.13,-0.93,0.41
-0.14,-0.92,0.45
-0.12,-0.93,0.47
-0.13,-0.94,0.49
-0.14,-0.94,0.5
-0.15,-0.93,0.5
-0.15,-0.91,0.49
-0.15,-0.9,0.48
-0.16,-0.88,0.49
-0.16,-0.89,0.49
-0.17,-0.89,0.48
-0.17,-0.89,0.47
-0.17,-0.88,0.45
-0.17,-0.87,0.44
-0.18,-0.83,0.42
-0.19,-0.8,0.42
-0.2,-0.76,0.41
-0.21,-0.74,0.4
-0.23,-0.7,0.38
-0.23,-0.68,0.37
-0.24,-0.66,0.31
-0.26,-0.66,0.24
-0.28,-0.6,-0.05
-0.29,-0.51,-0.37
-0.35,-0.41,-1.81
-0.21,-0.73,-2.81
-0.54,-1.23,-4.0
0.02,-1.6,-4.0
0.31,-1.93,-2.47
0.76,-1.6,-1.29
1.0,-1.28,1.5
0.98,-1.21,2.54
1.06,-1.31,3.98
