ax,ay,az
0.43,-0.06,1.49
0.42,-0.06,1.47
0.32,-0.04,1.27
0.26,-0.02,1.13
0.19,0.03,0.88
0.18,0.08,0.8
0.18,0.14,0.7
0.21,0.15,0.7
0.24,0.16,0.75
0.27,0.11,0.81
0.26,0.11,0.85
0.2,0.11,0.91
0.18,0.12,0.94
0.19,0.07,0.96
0.2,0.04,0.97
0.25,0.02,0.96
0.26,-0.0,0.95
0.3,-0.01,0.92
0.3,-0.02,0.92
0.33,-0.0,0.95
0.33,0.01,0.95
0.31,0.04,0.91
0.32,0.05,0.91
0.32,0.05,0.92
0.3,0.07,0.91
0.29,0.03,0.92
0.29,0.03,0.94
0.27,0.07,0.95
0.26,0.07,0.95
0.28,0.02,0.93
0.28,0.03,0.91
0.28,0.02,0.91
0.29,0.04,0.93
0.29,0.03,0.95
0.28,0.05,0.94
0.26,0.05,0.93
0.26,0.06,0.92
0.26,0.05,0.92
0.28,0.03,0.92
0.28,0.02,0.89
0.28,0.01,0.86
0.28,0.01,0.85
0.28,0.02,0.86
0.3,0.03,0.88
0.31,0.05,0.9
0.3,0.05,0.91
0.32,0.04,0.94
0.31,0.03,0.96
0.3,0.03,0.95
0.28,0.03,0.94
0.26,0.05,0.92
0.25,0.06,0.92
0.26,0.05,0.91
0.27,0.05,0.92
0.3,0.02,0.92
0.31,0.01,0.92
0.3,0.01,0.9
0.3,0.02,0.9
0.28,0.04,0.9
0.28,0.05,0.89
0.26,0.05,0.88
0.27,0.06,0.89
0.28,0.03,0.9
0.29,0.04,0.88
0.29,0.03,0.84
0.3,0.04,0.81
0.35,0.05,0.74
0.39,0.08,0.68
0.39,0.12,0.47
0.39,0.17,0.31
0.38,0.14,-0.11
0.4,0.13,-0.32
0.43,0.13,-0.5
0.44,0.18,-0.7
0.45,0.24,-0.7
0.52,0.38,-0.46
0.54,0.48,-0.2
0.53,0.76,0.95
0.55,0.84,1.64
0.71,0.44,4.0
1.38,1.24,4.0
-0.15,0.02,4.0
0.4,-0.02,4.0
0.65,-0.08,2.93
0.66,0.19,2.17
0.52,0.59,0.82
0.52,0.62,0.33
0.56,0.63,-0.38
0.52,0.56,-0.66
0.45,0.54,-0.95
0.4,0.53,-1.06
0.36,0.27,-0.96
0.33,0.21,-0.74
0.35,0.15,-0.06
0.37,0.1,0.31
0.41,0.02,0.94
0.41,-0.05,1.14
0.38,-0.15,1.37
0.36,-0.11,1.41
0.34,-0.11,1.35
