ax,ay,az
0.03,-0.96,-0.02
0.01,-0.9,-0.03
0.0,-0.88,-0.03
-0.01,-0.85,-0.01
-0.01,-0.85,-0.03
-0.02,-0.89,0.01
-0.0,-0.91,0.02
0.02,-0.95,0.04
0.39,-0.79,0.17
0.43,-0.83,0.28
0.45,-0.85,0.33
0.47,-0.88,0.39
0.47,-0.89,0.38
0.44,-0.88,0.33
0.42,-0.86,0.3
0.38,-0.83,0.21
0.37,-0.84,0.18
0.4,-0.84,0.15
0.41,-0.84,0.14
0.43,-0.86,0.17
0.44,-0.86,0.17
0.45,-0.86,0.2
0.44,-0.87,0.2
0.44,-0.88,0.2
0.44,-0.88,0.19
0.42,-0.89,0.13
0.42,-0.9,0.11
0.43,-0.87,0.11
0.43,-0.85,0.09
0.43,-0.85,0.09
0.44,-0.85,0.1
0.46,-0.87,0.13
0.46,-0.86,0.13
0.44,-0.84,0.13
0.44,-0.84,0.13
0.44,-0.84,0.14
0.45,-0.85,0.17
0.46,-0.88,0.22
0.11,-0.84,0.5
0.11,-0.85,0.52
0.11,-0.85,0.53
0.11,-0.85,0.54
0.12,-0.86,0.54
0.12,-0.85,0.55
0.12,-0.84,0.55
0.12,-0.84,0.55
0.11,-0.84,0.57
0.11,-0.84,0.58
0.1,-0.85,0.61
0.1,-0.86,0.61
0.1,-0.87,0.59
0.09,-0.86,0.58
0.08,-0.85,0.57
0.08,-0.86,0.56
0.07,-0.86,0.54
0.07,-0.87,0.53
0.05,-0.89,0.5
0.05,-0.89,0.47
0.04,-0.9,0.44
0.04,-0.9,0.42
0.05,-0.9,0.4
0.04,-0.89,0.39
0.03,-0.89,0.38
0.02,-0.9,0.36
0.01,-0.9,0.34
0.01,-0.9,0.34
0.02,-0.9,0.33
0.02,-0.91,0.33
0.02,-0.91,0.35
0.02,-0.91,0.37
0.02,-0.91,0.38
0.03,-0.91,0.37
0.03,-0.92,0.37
0.03,-0.92,0.38
0.03,-0.91,0.4
0.04,-0.91,0.4
0.04,-0.91,0.4
0.04,-0.91,0.4
0.03,-0.9,0.4
0.03,-0.89,0.42
0.03,-0.89,0.42
0.03,-0.88,0.41
0.03,-0.88,0.41
0.03,-0.89,0.4
0.03,-0.89,0.39
0.03,-0.88,0.38
0.02,-0.88,0.37
0.01,-0.86,0.36
0.01,-0.86,0.35
0.0,-0.86,0.28
-0.03,-0.86,0.2
-0.16,-0.87,-0.15
-0.24,-0.87,-0.46
-0.41,-0.91,-1.21
-0.48,-0.99,-1.73
-0.46,-1.22,-2.87
-0.3,-1.36,-3.19
0.15,-1.62,-2.76
0.44,-1.75,-2.01
0.98,-1.7,-0.23
