ax,ay,az
0.11,-1.0,0.21
0.11,-1.0,0.2
0.11,-0.99,0.18
0.1,-0.98,0.18
0.1,-0.99,0.2
0.1,-0.99,0.2
0.1,-1.02,0.18
0.1,-1.03,0.18
0.08,-1.05,0.18
0.07,-1.04,0.18
0.06,-1.0,0.18
0.05,-0.98,0.2
0.03,-0.98,0.21
0.03,-0.98,0.2
0.38,-0.91,0.4
0.36,-0.9,0.38
0.34,-0.9,0.36
0.34,-0.87,0.32
0.33,-0.86,0.29
0.33,-0.83,0.25
0.33,-0.83,0.23
0.33,-0.82,0.23
0.33,-0.8,0.24
0.31,-0.8,0.25
0.32,-0.81,0.27
0.34,-0.85,0.28
0.34,-0.85,0.28
0.33,-0.86,0.29
0.33,-0.87,0.29
0.32,-0.88,0.28
0.32,-0.88,0.27
0.33,-0.88,0.28
0.33,-0.89,0.27
0.34,-0.89,0.29
0.34,-0.89,0.29
0.33,-0.89,0.27
0.32,-0.88,0.26
0.3,-0.86,0.24
0.31,-0.86,0.24
0.33,-0.87,0.27
0.33,-0.88,0.27
0.34,-0.88,0.27
-0.02,-0.91,0.29
0.01,-0.95,0.31
0.06,-1.0,0.33
0.1,-1.08,0.4
0.11,-1.07,0.42
0.12,-1.04,0.46
0.11,-1.03,0.47
0.16,-1.1,0.45
0.15,-1.1,0.45
0.13,-1.13,0.43
0.14,-1.15,0.42
0.14,-1.18,0.38
0.13,-1.19,0.34
0.12,-1.2,0.27
0.11,-1.22,0.24
0.1,-1.22,0.17
0.08,-1.22,0.13
0.07,-1.19,0.06
0.06,-1.17,0.04
0.07,-1.15,0.01
0.09,-1.14,-0.01
0.18,-1.14,-0.03
0.2,-1.17,-0.01
0.16,-1.24,-0.0
0.19,-1.21,-0.02
0.17,-1.2,-0.09
0.12,-1.18,-0.1
0.11,-1.18,-0.11
0.08,-1.14,-0.1
0.08,-1.09,-0.08
0.09,-0.97,0.01
0.07,-0.94,0.05
0.03,-0.9,0.09
0.03,-0.88,0.1
0.02,-0.86,0.09
0.01,-0.85,0.09
0.01,-0.85,0.08
0.02,-0.84,0.07
0.03,-0.82,0.07
0.04,-0.8,0.07
0.03,-0.78,0.04
0.03,-0.77,0.02
0.02,-0.84,-0.06
-0.05,-0.91,-0.18
-0.09,-1.12,-0.67
-0.09,-1.24,-1.16
0.46,-1.63,-3.29
0.83,-1.96,-4.0
1.17,-2.0,-4.0
1.67,-1.99,-4.0
2.33,-1.93,-2.31
2.75,-1.05,-0.85
2.69,0.31,2.99
2.61,0.12,4.0
2.1,0.36,4.0
1.75,0.33,4.0
1.3,0.13,3.96
1.06,0.0,3.29
