ax,ay,az
0.19,-0.97,0.14
0.2,-0.97,0.14
0.2,-0.97,0.14
0.21,-0.98,0.17
0.21,-0.97,0.18
0.22,-0.97,0.22
0.22,-0.97,0.23
0.22,-0.96,0.24
0.22,-0.96,0.23
0.22,-0.96,0.24
0.22,-0.95,0.25
0.23,-0.96,0.27
0.24,-0.97,0.27
0.25,-0.98,0.28
0.25,-0.98,0.28
0.26,-0.97,0.29
0.25,-0.96,0.29
0.25,-0.94,0.3
0.25,-0.93,0.3
0.26,-0.92,0.3
0.26,-0.91,0.29
0.27,-0.9,0.31
0.28,-0.9,0.32
0.28,-0.9,0.33
0.29,-0.89,0.33
0.29,-0.89,0.33
0.29,-0.89,0.32
0.29,-0.9,0.33
0.3,-0.9,0.32
0.29,-0.89,0.31
0.29,-0.9,0.3
0.29,-0.9,0.29
0.3,-0.9,0.29
0.3,-0.91,0.29
0.3,-0.91,0.27
0.29,-0.9,0.26
0.29,-0.9,0.25
0.28,-0.9,0.24
0.28,-0.9,0.23
0.28,-0.9,0.22
0.28,-0.9,0.22
0.28,-0.9,0.23
0.29,-0.93,0.24
0.29,-0.93,0.23
0.29,-0.92,0.22
0.29,-0.92,0.21
0.3,-0.91,0.21
0.3,-0.9,0.21
0.3,-0.89,0.21
0.3,-0.89,0.22
0.31,-0.89,0.23
0.31,-0.89,0.23
0.32,-0.91,0.23
0.32,-0.91,0.24
0.32,-0.92,0.24
0.32,-0.91,0.24
0.33,-0.91,0.26
0.32,-0.91,0.25
0.32,-0.9,0.26
0.33,-0.91,0.26
0.32,-0.91,0.25
0.32,-0.91,0.25
0.32,-0.91,0.25
0.31,-0.9,0.24
0.31,-0.9,0.24
0.3,-0.9,0.22
0.3,-0.9,0.22
0.29,-0.9,0.2
0.29,-0.91,0.2
0.3,-0.92,0.2
0.3,-0.92,0.2
0.3,-0.92,0.2
0.3,-0.92,0.2
0.3,-0.92,0.19
0.3,-0.92,0.19
0.34,-0.94,0.23
0.42,-0.98,0.35
0.75,-1.08,0.85
1.08,-1.07,1.43
2.01,-0.78,3.62
2.24,-0.55,4.0
1.98,-0.2,4.0
2.57,-0.29,3.34
2.64,-0.87,0.94
1.96,-1.2,-0.06
1.37,-1.23,-2.49
0.89,-1.08,-3.19
0.07,-0.8,-3.37
-0.09,-0.78,-2.82
-0.24,-0.75,-1.51
-0.2,-0.68,-0.99
-0.14,-0.68,-0.52
-0.07,-0.74,-0.12
-0.08,-0.81,-0.13
-0.09,-0.9,-0.18
-0.07,-0.9,-0.19
-0.06,-0.84,-0.2
-0.07,-0.81,-0.18
-0.06,-0.75,-0.11
-0.11,-0.72,-0.04
