ax,ay,az
-0.34,-0.88,0.26
-0.34,-0.89,0.26
-0.33,-0.9,0.25
-0.33,-0.9,0.25
-0.32,-0.89,0.23
-0.32,-0.88,0.22
-0.31,-0.88,0.23
-0.31,-0.88,0.24
-0.3,-0.88,0.24
-0.29,-0.88,0.24
-0.29,-0.88,0.23
-0.28,-0.88,0.22
-0.26,-0.87,0.2
-0.26,-0.88,0.21
-0.25,-0.89,0.25
-0.25,-0.89,0.27
-0.24,-0.89,0.28
-0.24,-0.89,0.29
-0.23,-0.87,0.29
-0.23,-0.85,0.28
-0.22,-0.84,0.3
-0.21,-0.83,0.3
-0.21,-0.83,0.3
-0.2,-0.83,0.29
-0.18,-0.87,0.27
-0.17,-0.89,0.27
-0.16,-0.91,0.26
-0.17,-0.9,0.25
-0.17,-0.92,0.24
-0.13,-0.92,0.25
-0.14,-0.92,0.26
-0.12,-0.93,0.24
-0.11,-0.93,0.24
-0.1,-0.94,0.26
-0.08,-0.94,0.28
-0.08,-0.97,0.34
-0.08,-0.97,0.36
-0.07,-0.98,0.39
-0.06,-0.98,0.4
-0.07,-0.97,0.41
-0.06,-0.97,0.42
-0.06,-0.96,0.42
-0.06,-0.96,0.43
-0.04,-0.97,0.43
-0.04,-0.97,0.42
-0.03,-0.98,0.39
-0.02,-0.98,0.38
-0.0,-0.97,0.39
-0.0,-0.96,0.4
-0.0,-0.94,0.43
0.0,-0.93,0.44
0.0,-0.9,0.44
0.0,-0.89,0.43
0.0,-0.88,0.4
0.0,-0.87,0.38
0.0,-0.88,0.35
0.01,-0.89,0.34
0.03,-0.93,0.33
0.04,-0.95,0.33
0.05,-0.96,0.31
0.06,-0.98,0.29
0.07,-0.98,0.28
0.1,-1.0,0.26
0.11,-1.0,0.27
0.12,-0.98,0.3
0.12,-0.96,0.31
0.14,-0.94,0.34
0.14,-0.94,0.36
0.15,-0.95,0.38
0.16,-0.96,0.38
0.19,-1.0,0.4
0.23,-1.02,0.42
0.42,-1.09,0.57
0.62,-1.16,0.81
1.58,-1.32,2.32
1.93,-1.15,3.92
0.86,0.1,4.0
0.74,0.14,4.0
2.34,-0.63,2.74
2.12,-1.22,0.74
1.29,-1.71,-2.42
0.9,-1.55,-3.55
-0.49,-1.24,-4.0
-0.65,-1.26,-3.86
-0.98,-0.7,-1.99
-0.82,-0.52,-1.16
-0.49,-0.45,0.07
-0.38,-0.44,0.46
-0.14,-0.45,0.78
-0.11,-0.5,0.81
-0.11,-0.58,0.57
-0.08,-0.6,0.53
-0.15,-0.62,0.5
-0.23,-0.64,0.38
-0.24,-0.67,0.33
-0.24,-0.74,0.28
-0.25,-0.75,0.27
-0.23,-0.79,0.23
-0.23,-0.8,0.19
-0.23,-0.88,0.22
