ax,ay,az
0.26,-0.89,0.16
0.26,-0.86,0.18
0.26,-0.87,0.19
0.29,-0.91,0.21
0.3,-0.92,0.21
0.29,-0.92,0.22
0.28,-0.92,0.22
0.27,-0.9,0.22
0.27,-0.9,0.22
0.29,-0.92,0.23
0.3,-0.92,0.24
0.3,-0.92,0.25
0.3,-0.91,0.26
0.3,-0.92,0.25
0.3,-0.92,0.24
0.3,-0.91,0.21
0.29,-0.92,0.2
0.31,-0.91,0.19
0.3,-0.92,0.18
0.3,-0.91,0.18
0.3,-0.92,0.18
0.31,-0.94,0.2
0.31,-0.94,0.2
0.3,-0.92,0.21
0.28,-0.9,0.22
0.27,-0.89,0.24
0.24,-0.86,0.24
0.24,-0.86,0.24
0.27,-0.9,0.21
0.3,-0.92,0.19
0.29,-0.91,0.16
0.29,-0.89,0.16
0.3,-0.89,0.2
0.31,-0.91,0.21
0.33,-0.95,0.21
0.35,-0.97,0.2
0.33,-0.97,0.19
0.32,-0.95,0.19
0.29,-0.92,0.18
0.29,-0.92,0.19
0.31,-0.93,0.22
0.32,-0.93,0.22
0.31,-0.93,0.21
0.3,-0.92,0.19
0.3,-0.93,0.18
0.3,-0.92,0.18
0.29,-0.91,0.18
0.28,-0.9,0.19
0.28,-0.88,0.2
0.28,-0.89,0.2
0.29,-0.92,0.21
0.3,-0.92,0.22
0.3,-0.93,0.22
0.3,-0.93,0.21
0.3,-0.91,0.21
0.29,-0.9,0.22
0.28,-0.89,0.21
0.28,-0.9,0.2
0.28,-0.9,0.21
0.29,-0.91,0.22
0.28,-0.9,0.22
0.3,-0.91,0.25
0.3,-0.91,0.26
0.28,-0.92,0.29
0.28,-0.92,0.31
0.27,-0.91,0.32
0.26,-0.92,0.34
0.22,-0.91,0.39
0.19,-0.91,0.43
0.15,-0.89,0.62
0.1,-0.9,0.74
-0.01,-0.9,1.1
-0.06,-0.87,1.34
-0.09,-0.83,1.91
0.07,-0.83,2.1
0.4,-0.97,2.04
0.54,-1.01,1.82
0.71,-0.85,1.2
0.78,-0.66,0.84
1.04,-0.38,-0.09
1.23,-0.29,-0.72
1.65,-0.36,-2.29
1.68,-0.6,-3.37
2.24,-0.75,-4.0
2.41,-0.7,-3.85
1.64,-0.7,-3.25
1.39,-0.41,-2.73
1.22,0.12,-1.33
1.06,0.16,-0.64
1.12,0.02,-0.12
1.06,-0.42,0.8
1.14,-0.61,1.29
1.02,-1.08,1.96
0.74,-1.19,2.34
0.24,-1.09,2.75
-0.05,-1.02,2.74
-0.51,-0.92,2.43
-0.57,-0.87,2.17
-0.48,-0.84,1.63
-0.32,-0.83,1.39
