ax,ay,az
0.09,-0.99,-0.07
0.09,-0.96,-0.08
0.08,-0.93,-0.08
0.1,-0.96,-0.1
0.11,-1.01,-0.11
0.11,-1.04,-0.09
0.12,-1.04,-0.08
0.12,-1.05,-0.07
0.12,-1.07,-0.07
0.11,-1.02,-0.06
0.1,-0.97,-0.05
0.08,-0.91,-0.04
0.08,-0.91,-0.03
0.08,-0.89,-0.01
0.08,-0.9,-0.0
0.1,-0.92,0.03
0.11,-0.94,0.04
0.12,-0.95,0.04
0.1,-0.92,0.03
0.1,-0.89,0.03
0.1,-0.87,0.01
0.1,-0.86,-0.0
0.12,-0.85,0.01
0.14,-0.87,0.01
0.18,-0.93,0.03
0.2,-0.93,0.03
0.22,-0.94,0.02
0.23,-0.96,0.01
0.27,-1.01,-0.01
0.28,-1.05,-0.02
0.3,-1.1,-0.02
0.3,-1.11,-0.02
0.27,-1.11,-0.05
0.27,-1.11,-0.07
0.27,-1.09,-0.11
0.26,-1.07,-0.12
0.25,-1.04,-0.14
0.25,-1.03,-0.15
0.26,-1.02,-0.17
0.26,-1.03,-0.18
0.27,-1.05,-0.2
0.26,-1.07,-0.2
0.28,-1.1,-0.2
0.28,-1.12,-0.22
0.27,-1.14,-0.21
0.27,-1.13,-0.19
0.27,-1.09,-0.12
0.28,-1.1,-0.07
0.28,-1.07,-0.02
0.29,-1.03,0.06
0.28,-1.01,0.07
0.26,-0.98,0.1
0.25,-0.97,0.12
0.25,-0.94,0.15
0.24,-0.94,0.16
0.22,-0.94,0.18
0.21,-0.94,0.19
0.2,-0.91,0.2
0.19,-0.89,0.19
0.17,-0.88,0.17
0.17,-0.88,0.17
0.17,-0.9,0.17
0.17,-0.91,0.19
0.18,-0.91,0.25
0.18,-0.9,0.28
0.19,-0.88,0.36
0.19,-0.87,0.38
0.17,-0.81,0.41
0.16,-0.8,0.41
0.17,-0.79,0.4
0.18,-0.81,0.39
0.19,-0.84,0.33
0.18,-0.84,0.3
0.17,-0.87,0.19
0.15,-0.9,0.13
0.12,-0.97,0.05
0.12,-0.98,0.03
0.13,-1.16,0.03
0.25,-1.38,0.06
0.42,-1.7,0.12
0.8,-2.7,0.55
1.08,-3.43,0.99
1.45,-4.0,1.84
1.42,-4.0,1.83
0.99,-1.79,1.0
0.6,-0.51,0.24
-0.48,1.41,-1.14
-0.77,1.89,-1.5
-0.57,2.0,-1.43
-0.42,1.84,-1.26
-0.32,1.23,-1.0
-0.3,0.92,-0.86
-0.08,0.23,-0.55
0.07,-0.23,-0.35
0.29,-1.19,0.27
0.35,-1.55,0.51
0.24,-1.92,0.72
0.16,-1.94,0.66
-0.01,-1.72,0.44
-0.09,-1.58,0.36
