ax,ay,az
0.05,-0.74,0.73
0.05,-0.79,0.74
0.05,-0.87,0.74
0.03,-0.86,0.74
0.01,-0.86,0.72
-0.01,-0.83,0.7
-0.02,-0.81,0.68
-0.04,-0.76,0.64
-0.05,-0.72,0.63
-0.05,-0.65,0.61
-0.05,-0.63,0.61
-0.05,-0.61,0.6
-0.05,-0.6,0.59
-0.04,-0.62,0.58
-0.04,-0.65,0.57
-0.05,-0.7,0.56
-0.06,-0.72,0.56
-0.03,-0.71,0.57
-0.04,-0.72,0.58
-0.01,-0.71,0.62
-0.02,-0.68,0.63
-0.02,-0.68,0.61
-0.03,-0.7,0.59
-0.04,-0.76,0.55
-0.05,-0.81,0.53
-0.08,-0.93,0.46
-0.11,-0.98,0.39
-0.2,-1.07,0.22
-0.23,-1.08,0.15
-0.24,-1.03,0.02
-0.24,-0.99,-0.03
-0.21,-0.98,-0.03
-0.19,-1.01,-0.0
-0.16,-1.06,0.05
-0.13,-1.05,0.07
-0.12,-1.05,0.09
-0.08,-1.03,0.13
-0.05,-1.01,0.17
-0.01,-1.01,0.29
0.01,-1.0,0.34
0.03,-1.0,0.41
0.03,-1.0,0.41
0.02,-1.0,0.38
0.0,-1.0,0.35
-0.02,-1.01,0.3
-0.03,-1.0,0.26
-0.05,-1.01,0.19
-0.06,-1.01,0.16
-0.1,-1.01,0.12
-0.11,-1.01,0.11
-0.12,-1.05,0.08
-0.13,-1.05,0.07
-0.15,-1.03,0.05
-0.15,-1.02,0.04
-0.15,-1.0,0.07
-0.15,-1.0,0.09
-0.15,-1.0,0.12
-0.15,-1.0,0.13
-0.15,-0.99,0.15
-0.15,-0.99,0.16
-0.15,-0.99,0.16
-0.15,-0.99,0.14
-0.16,-0.99,0.11
-0.17,-0.99,0.1
-0.17,-1.02,0.1
-0.17,-1.01,0.1
-0.17,-1.02,0.1
-0.17,-1.05,0.11
-0.17,-1.09,0.1
-0.14,-1.36,0.06
-0.11,-1.67,0.01
-0.01,-2.78,-0.21
-0.07,-3.43,-0.52
-0.07,-4.0,-1.45
0.0,-3.67,-1.62
0.07,-0.74,-0.53
-0.03,0.86,0.46
0.01,2.28,1.54
0.26,2.51,1.37
0.2,1.82,1.06
0.11,1.24,0.77
-0.1,-0.23,0.21
-0.16,-0.95,-0.02
-0.31,-2.08,-0.41
-0.35,-2.34,-0.49
-0.49,-2.2,-0.37
-0.57,-2.0,-0.25
-0.55,-1.4,-0.09
-0.53,-1.07,-0.02
-0.48,-0.55,0.12
-0.44,-0.39,0.18
-0.43,-0.27,0.24
-0.41,-0.29,0.21
-0.35,-0.41,0.24
-0.32,-0.46,0.25
-0.31,-0.64,0.28
-0.27,-0.75,0.31
-0.23,-0.85,0.34
-0.24,-1.02,0.39
-0.23,-1.08,0.39
