ax,ay,az
-0.16,-0.84,0.41
-0.17,-0.85,0.41
-0.15,-0.88,0.42
-0.14,-0.9,0.44
-0.12,-0.9,0.49
-0.11,-0.9,0.5
-0.12,-0.91,0.5
-0.12,-0.91,0.48
-0.13,-0.91,0.44
-0.14,-0.91,0.41
-0.14,-0.9,0.38
-0.15,-0.9,0.37
-0.15,-0.88,0.36
-0.15,-0.86,0.36
-0.15,-0.87,0.37
-0.14,-0.86,0.38
-0.14,-0.86,0.38
-0.13,-0.87,0.38
-0.14,-0.86,0.38
-0.14,-0.85,0.36
-0.15,-0.85,0.34
-0.15,-0.87,0.31
-0.15,-0.88,0.29
-0.16,-0.9,0.25
-0.17,-0.9,0.23
-0.19,-0.89,0.17
-0.19,-0.9,0.14
-0.2,-0.91,0.1
-0.2,-0.92,0.09
-0.21,-0.95,0.03
-0.21,-0.96,-0.0
-0.23,-0.99,-0.03
-0.24,-0.99,-0.03
-0.19,-0.98,-0.03
-0.21,-1.0,-0.01
-0.22,-1.01,0.0
-0.22,-1.01,0.01
-0.22,-0.99,0.03
-0.21,-0.97,0.05
-0.2,-0.98,0.09
-0.19,-0.99,0.11
-0.18,-1.0,0.13
-0.18,-0.99,0.13
-0.19,-0.98,0.13
-0.19,-0.96,0.12
-0.18,-0.96,0.12
-0.19,-0.97,0.09
-0.18,-0.98,0.07
-0.16,-1.01,0.03
-0.16,-1.03,0.0
-0.17,-1.04,-0.05
-0.17,-1.04,-0.06
-0.16,-1.03,-0.03
-0.16,-1.02,0.0
-0.14,-1.0,0.08
-0.13,-0.99,0.1
-0.12,-0.99,0.13
-0.12,-0.99,0.13
-0.12,-1.0,0.11
-0.13,-1.01,0.09
-0.15,-1.03,0.01
-0.16,-1.03,-0.02
-0.18,-1.02,-0.06
-0.18,-1.02,-0.06
-0.17,-1.02,-0.04
-0.16,-1.03,-0.02
-0.15,-1.08,-0.0
-0.15,-1.1,-0.0
-0.14,-1.16,0.01
-0.14,-1.21,0.02
-0.14,-1.33,0.04
-0.13,-1.44,0.05
-0.1,-1.9,0.05
-0.04,-2.18,0.04
-0.04,-2.47,-0.01
-0.08,-2.51,-0.19
-0.06,-2.26,-0.29
-0.07,-1.55,-0.31
-0.1,-1.19,-0.24
-0.17,-0.38,-0.13
-0.17,-0.01,-0.12
-0.23,0.48,-0.12
-0.29,0.55,-0.1
-0.38,0.49,-0.02
-0.4,0.37,0.03
-0.33,-0.01,0.11
-0.28,-0.25,0.17
-0.22,-0.74,0.26
-0.21,-0.96,0.29
-0.24,-1.27,0.25
-0.26,-1.34,0.18
-0.31,-1.37,0.05
-0.33,-1.33,0.02
-0.35,-1.19,0.0
-0.34,-1.1,0.02
-0.33,-0.96,0.04
-0.33,-0.9,0.04
-0.33,-0.83,0.03
-0.33,-0.8,0.02
-0.33,-0.79,-0.01
