ax,ay,az,prob1,prob2,prob3,movementLabel,infer_time
0.4579,-0.7632,-0.4341,0.3228,0.3485,0.3286,jalar,0.0
0.4515,-0.7559,-0.4414,0.3228,0.3485,0.3286,jalar,0.0
0.443,-0.7621,-0.4504,0.3228,0.3485,0.3286,jalar,0.0
0.4573,-0.7827,-0.4478,0.3228,0.3485,0.3286,jalar,0.0
0.4778,-0.8046,-0.4436,0.3228,0.3485,0.3286,jalar,0.0
0.4845,-0.8175,-0.4463,0.3228,0.3485,0.3286,jalar,0.0
0.4888,-0.8169,-0.4498,0.3228,0.3485,0.3286,jalar,0.0
0.4939,-0.8137,-0.4486,0.3228,0.3485,0.3286,jalar,0.0
0.4961,-0.8066,-0.4373,0.3228,0.3485,0.3286,jalar,0.0
0.4921,-0.7909,-0.4342,0.3228,0.3485,0.3286,jalar,0.0
0.489,-0.7747,-0.4299,0.3228,0.3485,0.3286,jalar,0.0
0.4932,-0.7616,-0.4232,0.3228,0.3485,0.3286,jalar,0.0
0.5012,-0.7689,-0.4209,0.3228,0.3485,0.3286,jalar,0.0
0.4933,-0.7659,-0.4211,0.3228,0.3485,0.3286,jalar,0.0
0.4897,-0.7614,-0.415,0.3228,0.3485,0.3286,jalar,0.0
0.4973,-0.7534,-0.4087,0.3228,0.3485,0.3286,jalar,0.0
0.5004,-0.7562,-0.4153,0.3228,0.3485,0.3286,jalar,0.0
0.4972,-0.7587,-0.4098,0.3228,0.3485,0.3286,jalar,0.0
0.5039,-0.7551,-0.3997,0.3228,0.3485,0.3286,jalar,0.0
0.5049,-0.7477,-0.3948,0.3228,0.3485,0.3286,jalar,0.0
0.4952,-0.7404,-0.3904,0.3228,0.3485,0.3286,jalar,0.0
0.5007,-0.7504,-0.3882,0.3228,0.3485,0.3286,jalar,0.0
0.504,-0.7582,-0.3865,0.3228,0.3485,0.3286,jalar,0.0
0.496,-0.7601,-0.389,0.3228,0.3485,0.3286,jalar,0.0
0.4941,-0.7451,-0.3961,0.3228,0.3485,0.3286,jalar,0.0
0.5006,-0.7386,-0.4004,0.3228,0.3485,0.3286,jalar,0.0
0.5012,-0.7424,-0.4042,0.3228,0.3485,0.3286,jalar,0.0
0.5015,-0.7468,-0.4037,0.3228,0.3485,0.3286,jalar,0.0
0.5023,-0.7438,-0.4081,0.3228,0.3485,0.3286,jalar,0.0
0.4943,-0.7383,-0.4109,0.3228,0.3485,0.3286,jalar,0.0
0.4879,-0.7428,-0.4105,0.3228,0.3485,0.3286,jalar,0.0
0.4851,-0.7452,-0.4092,0.3228,0.3485,0.3286,jalar,0.0
0.481,-0.7441,-0.4156,0.3228,0.3485,0.3286,jalar,0.0
0.4766,-0.7413,-0.4192,0.3228,0.3485,0.3286,jalar,0.0
0.474,-0.7382,-0.4183,0.3228,0.3485,0.3286,jalar,0.0
0.4733,-0.7334,-0.4141,0.3228,0.3485,0.3286,jalar,0.0
0.4661,-0.7343,-0.4103,0.3228,0.3485,0.3286,jalar,0.0
0.4631,-0.7465,-0.4106,0.3228,0.3485,0.3286,jalar,0.0
0.4687,-0.756,-0.4093,0.3228,0.3485,0.3286,jalar,0.0
0.4679,-0.7581,-0.4114,0.3228,0.3485,0.3286,jalar,0.0
0.4603,-0.7584,-0.4109,0.3228,0.3485,0.3286,jalar,0.0
0.4667,-0.7677,-0.4031,0.3228,0.3485,0.3286,jalar,0.0
0.4751,-0.7864,-0.3958,0.3228,0.3485,0.3286,jalar,0.0
0.4736,-0.7927,-0.3998,0.3228,0.3485,0.3286,jalar,0.0
0.4656,-0.7875,-0.4044,0.3228,0.3485,0.3286,jalar,0.0
0.4675,-0.7839,-0.4028,0.3228,0.3485,0.3286,jalar,0.0
0.4755,-0.7933,-0.3992,0.3228,0.3485,0.3286,jalar,0.0
0.4752,-0.7986,-0.3953,0.3228,0.3485,0.3286,jalar,0.0
0.4696,-0.7922,-0.4,0.3228,0.3485,0.3286,jalar,0.0
0.4656,-0.783,-0.3984,0.3228,0.3485,0.3286,jalar,0.0
0.469,-0.7812,-0.3971,0.3228,0.3485,0.3286,jalar,0.0
0.4728,-0.7888,-0.3945,0.3228,0.3485,0.3286,jalar,0.0
0.4707,-0.793,-0.3942,0.3228,0.3485,0.3286,jalar,0.0
0.4662,-0.7911,-0.3973,0.3228,0.3485,0.3286,jalar,0.0
0.4655,-0.7959,-0.391,0.3228,0.3485,0.3286,jalar,0.0
0.4722,-0.8046,-0.3875,0.3228,0.3485,0.3286,jalar,0.0
0.4716,-0.8119,-0.389,0.3228,0.3485,0.3286,jalar,0.0
0.4679,-0.8118,-0.3922,0.3228,0.3485,0.3286,jalar,0.0
0.4749,-0.8123,-0.3954,0.3228,0.3485,0.3286,jalar,0.0
0.4769,-0.8134,-0.4006,0.3228,0.3485,0.3286,jalar,0.0
0.4768,-0.8093,-0.4041,0.3228,0.3485,0.3286,jalar,0.0
0.4761,-0.7987,-0.4078,0.3228,0.3485,0.3286,jalar,0.0
0.4718,-0.7959,-0.4045,0.3228,0.3485,0.3286,jalar,0.0
0.467,-0.7982,-0.3993,0.3228,0.3485,0.3286,jalar,0.0
0.4668,-0.8027,-0.3821,0.3228,0.3485,0.3286,jalar,0.0
0.4683,-0.8046,-0.3756,0.3228,0.3485,0.3286,jalar,0.0
0.4615,-0.8035,-0.3695,0.3228,0.3485,0.3286,jalar,0.0
0.4546,-0.7942,-0.3674,0.3228,0.3485,0.3286,jalar,0.0
0.4775,-0.7972,-0.3594,0.3228,0.3485,0.3286,jalar,0.0
0.4716,-0.7952,-0.3461,0.3228,0.3485,0.3286,jalar,0.0
0.459,-0.7994,-0.3289,0.3228,0.3485,0.3286,jalar,0.0
0.4569,-0.8042,-0.3074,0.3228,0.3485,0.3286,jalar,0.0
0.4642,-0.8251,-0.286,0.3228,0.3485,0.3286,jalar,0.0
0.4609,-0.8518,-0.266,0.3228,0.3485,0.3286,jalar,0.0
0.4602,-0.874,-0.2489,0.3228,0.3485,0.3286,jalar,0.0
0.4591,-0.8925,-0.2303,0.3228,0.3485,0.3286,jalar,0.0
0.4653,-0.9069,-0.2166,0.3228,0.3485,0.3286,jalar,0.0
0.4664,-0.9081,-0.2146,0.3228,0.3485,0.3286,jalar,0.0
0.4609,-0.9031,-0.215,0.3228,0.3485,0.3286,jalar,0.0
0.4578,-0.9146,-0.198,0.3228,0.3485,0.3286,jalar,0.0
0.4574,-0.9189,-0.1757,0.3228,0.3485,0.3286,jalar,0.0
0.4464,-0.9353,-0.132,0.3228,0.3485,0.3286,jalar,0.0
0.4553,-0.9456,-0.0894,0.3228,0.3485,0.3286,jalar,0.0
0.4509,-0.9432,-0.0588,0.3228,0.3485,0.3286,jalar,0.0
0.4331,-0.9174,-0.0387,0.3228,0.3485,0.3286,jalar,0.0
0.416,-0.8906,-0.0099,0.3228,0.3485,0.3286,jalar,0.0
0.3981,-0.8409,0.0219,0.3228,0.3485,0.3286,jalar,0.0
0.381,-0.8014,0.0663,0.3228,0.3485,0.3286,jalar,0.0
0.3643,-0.7672,0.1047,0.3228,0.3485,0.3286,jalar,0.0
0.3468,-0.7604,0.1527,0.3228,0.3485,0.3286,jalar,0.0
0.3425,-0.7643,0.2103,0.3228,0.3485,0.3286,jalar,0.0
0.3486,-0.7775,0.2686,0.3228,0.3485,0.3286,jalar,0.0
0.342,-0.7968,0.3168,0.3228,0.3485,0.3286,jalar,0.0
0.3364,-0.8152,0.3624,0.3228,0.3485,0.3286,jalar,0.0
0.3309,-0.8354,0.4158,0.3228,0.3485,0.3286,jalar,0.0
0.3361,-0.8502,0.4491,0.3228,0.3485,0.3286,jalar,0.0
0.335,-0.8521,0.4589,0.3228,0.3485,0.3286,jalar,0.0
0.3219,-0.838,0.4487,0.3228,0.3485,0.3286,jalar,0.0
0.3091,-0.8158,0.4314,0.3228,0.3485,0.3286,jalar,0.0
0.3,-0.7977,0.4199,0.3228,0.3485,0.3286,jalar,0.0
0.2904,-0.7845,0.4124,0.3228,0.3485,0.3286,jalar,0.0
0.2854,-0.7753,0.4116,0.3228,0.3485,0.3286,jalar,0.0
0.2853,-0.7784,0.415,0.3228,0.3485,0.3286,jalar,0.0
0.292,-0.7949,0.4246,0.3228,0.3485,0.3286,jalar,0.0
0.2937,-0.8081,0.4368,0.3228,0.3485,0.3286,jalar,0.0
0.2936,-0.8148,0.4482,0.3228,0.3485,0.3286,jalar,0.0
0.295,-0.8188,0.4635,0.3228,0.3485,0.3286,jalar,0.0
0.3024,-0.824,0.47,0.3228,0.3485,0.3286,jalar,0.0
0.2987,-0.8271,0.4675,0.3228,0.3485,0.3286,jalar,0.0
0.2927,-0.8326,0.4617,0.3228,0.3485,0.3286,jalar,0.0
0.2974,-0.8287,0.453,0.3228,0.3485,0.3286,jalar,0.0
0.2991,-0.8248,0.4368,0.3228,0.3485,0.3286,jalar,0.0
0.2939,-0.8242,0.4264,0.3228,0.3485,0.3286,jalar,0.0
0.2987,-0.8228,0.4208,0.3228,0.3485,0.3286,jalar,0.0
0.302,-0.8197,0.4075,0.3228,0.3485,0.3286,jalar,0.0
0.3014,-0.8193,0.4004,0.3228,0.3485,0.3286,jalar,0.0
0.3022,-0.8248,0.4011,0.3228,0.3485,0.3286,jalar,0.0
0.3112,-0.8274,0.4071,0.3228,0.3485,0.3286,jalar,0.0
0.3141,-0.8279,0.4105,0.3228,0.3485,0.3286,jalar,0.0
0.3126,-0.8293,0.4135,0.3228,0.3485,0.3286,jalar,0.0
0.3148,-0.8336,0.4171,0.3228,0.3485,0.3286,jalar,0.0
0.3171,-0.8346,0.4214,0.3228,0.3485,0.3286,jalar,0.0
0.317,-0.8307,0.4196,0.3228,0.3485,0.3286,jalar,0.0
0.3168,-0.8247,0.4137,0.3228,0.3485,0.3286,jalar,0.0
0.3148,-0.822,0.4103,0.3228,0.3485,0.3286,jalar,0.0
0.3213,-0.8256,0.4136,0.3228,0.3485,0.3286,jalar,0.0
0.3265,-0.8267,0.4119,0.3228,0.3485,0.3286,jalar,0.0
0.3221,-0.8252,0.4164,0.3228,0.3485,0.3286,jalar,0.0
0.3241,-0.821,0.4202,0.3228,0.3485,0.3286,jalar,0.0
0.3253,-0.8264,0.4259,0.3228,0.3485,0.3286,jalar,0.0
0.325,-0.8317,0.4291,0.3228,0.3485,0.3286,jalar,0.0
0.325,-0.8357,0.4335,0.3228,0.3485,0.3286,jalar,0.0
0.326,-0.8386,0.4387,0.3228,0.3485,0.3286,jalar,0.0
0.3239,-0.8392,0.4362,0.3228,0.3485,0.3286,jalar,0.0
0.3257,-0.8345,0.4347,0.3228,0.3485,0.3286,jalar,0.0
0.3247,-0.8296,0.4288,0.3228,0.3485,0.3286,jalar,0.0
0.3195,-0.824,0.4255,0.3228,0.3485,0.3286,jalar,0.0
0.3182,-0.8191,0.4276,0.3228,0.3485,0.3286,jalar,0.0
0.3214,-0.8207,0.432,0.3228,0.3485,0.3286,jalar,0.0
0.3188,-0.8203,0.4286,0.3228,0.3485,0.3286,jalar,0.0
0.3159,-0.8165,0.4222,0.3228,0.3485,0.3286,jalar,0.0
0.3165,-0.8154,0.4194,0.3228,0.3485,0.3286,jalar,0.0
0.3167,-0.8143,0.4198,0.3228,0.3485,0.3286,jalar,0.0
0.3177,-0.8174,0.4281,0.3228,0.3485,0.3286,jalar,0.0
0.3181,-0.8175,0.4302,0.3228,0.3485,0.3286,jalar,0.0
