ax,ay,az,prob1,prob2,prob3,movementLabel,infer_time
0.0898,-0.6863,0.6759,0.3228,0.3485,0.3286,jalar,0.0
0.0879,-0.6821,0.6709,0.3228,0.3485,0.3286,jalar,0.0
0.0897,-0.6805,0.6671,0.3228,0.3485,0.3286,jalar,0.0
0.09,-0.6777,0.6615,0.3228,0.3485,0.3286,jalar,0.0
0.0896,-0.6713,0.6577,0.3228,0.3485,0.3286,jalar,0.0
0.0881,-0.6639,0.65,0.3228,0.3485,0.3286,jalar,0.0
0.0879,-0.6576,0.6466,0.3228,0.3485,0.3286,jalar,0.0
0.0918,-0.6492,0.6422,0.3228,0.3485,0.3286,jalar,0.0
0.1008,-0.6401,0.6417,0.3228,0.3485,0.3286,jalar,0.0
0.1093,-0.6208,0.6385,0.3228,0.3485,0.3286,jalar,0.0
0.1234,-0.611,0.6331,0.3228,0.3485,0.3286,jalar,0.0
0.1246,-0.6105,0.621,0.3228,0.3485,0.3286,jalar,0.0
0.1095,-0.601,0.6218,0.3228,0.3485,0.3286,jalar,0.0
0.1321,-0.6068,0.6381,0.3228,0.3485,0.3286,jalar,0.0
0.1292,-0.6348,0.6628,0.3228,0.3485,0.3286,jalar,0.0
0.1394,-0.6798,0.693,0.3228,0.3485,0.3286,jalar,0.0
0.1628,-0.7355,0.7291,0.3228,0.3485,0.3286,jalar,0.0
0.2068,-0.8,0.7656,0.3228,0.3485,0.3286,jalar,0.0
0.2633,-0.926,0.8041,0.3228,0.3485,0.3286,jalar,0.0
0.3052,-1.0983,0.8577,0.3228,0.3485,0.3286,jalar,0.0
0.3682,-1.3308,0.9442,0.3228,0.3485,0.3286,jalar,0.0
0.4906,-1.6104,1.0812,0.3228,0.3485,0.3286,jalar,0.0
0.6238,-1.9302,1.2523,0.3228,0.3485,0.3286,jalar,0.0
0.7463,-2.244,1.4138,0.3228,0.3485,0.3286,jalar,0.0
0.8907,-2.5923,1.6171,0.3228,0.3485,0.3286,jalar,0.0
0.9626,-2.8625,1.7935,0.3228,0.3485,0.3286,jalar,0.0
0.9465,-2.9534,1.8848,0.3228,0.3485,0.3286,jalar,0.0
0.868,-2.9518,1.9326,0.3228,0.3485,0.3286,jalar,0.0
0.7876,-2.8445,1.923,0.3228,0.3485,0.3286,jalar,0.0
0.6541,-2.517,1.8291,0.3228,0.3485,0.3286,jalar,0.0
0.5476,-2.0718,1.6552,0.3228,0.3485,0.3286,jalar,0.0
0.5117,-1.5754,1.42,0.3228,0.3485,0.3286,jalar,0.0
0.4675,-0.937,1.1724,0.3228,0.3485,0.3286,jalar,0.0
0.4021,-0.1946,0.9656,0.3228,0.3485,0.3286,jalar,0.0
0.2036,0.6345,0.7731,0.3228,0.3485,0.3286,jalar,0.0
-0.1357,1.4391,0.6312,0.3228,0.3485,0.3286,jalar,0.0
-0.493,2.1448,0.5479,0.3228,0.3485,0.3286,jalar,0.0
-0.7913,2.7455,0.4896,0.3228,0.3485,0.3286,jalar,0.0
-1.0806,3.0808,0.4783,0.3228,0.3485,0.3286,jalar,0.0
-1.3969,3.2577,0.4097,0.3228,0.3485,0.3286,jalar,0.0
-1.5656,3.3799,0.2537,0.3228,0.3485,0.3286,jalar,0.0
-1.524,3.3507,-0.0538,0.3228,0.3485,0.3286,jalar,0.0
-1.4854,3.1859,-0.5592,0.3228,0.3485,0.3286,jalar,0.0
-1.2366,2.775,-1.0648,0.3228,0.3485,0.3286,jalar,0.0
-0.9377,2.2307,-1.454,0.3228,0.3485,0.3286,jalar,0.0
-0.5006,1.6195,-1.6863,0.3228,0.3485,0.3286,jalar,0.0
0.0073,0.9174,-1.6322,0.3228,0.3485,0.3286,jalar,0.0
0.3969,0.0863,-1.1505,0.3228,0.3485,0.3286,jalar,0.0
0.8032,-0.6433,-0.3354,0.3228,0.3485,0.3286,jalar,0.0
1.1932,-1.2777,0.5251,0.3228,0.3485,0.3286,jalar,0.0
1.3744,-1.7803,1.3,0.3228,0.3485,0.3286,jalar,0.0
1.4536,-2.1508,1.8361,0.3228,0.3485,0.3286,jalar,0.0
1.4624,-2.5118,2.1577,0.3228,0.3485,0.3286,jalar,0.0
1.405,-2.764,2.3174,0.3228,0.3485,0.3286,jalar,0.0
1.257,-2.8094,2.3279,0.3228,0.3485,0.3286,jalar,0.0
1.0447,-2.6976,2.1367,0.3228,0.3485,0.3286,jalar,0.0
0.9348,-2.5114,1.9618,0.3228,0.3485,0.3286,jalar,0.0
0.8781,-2.33,1.7472,0.3228,0.3485,0.3286,jalar,0.0
0.7754,-2.1333,1.5154,0.3228,0.3485,0.3286,jalar,0.0
0.7091,-1.9218,1.2772,0.3228,0.3485,0.3286,jalar,0.0
0.7174,-1.744,1.1432,0.3228,0.3485,0.3286,jalar,0.0
0.6849,-1.5735,1.0775,0.3228,0.3485,0.3286,jalar,0.0
0.5856,-1.3701,0.9861,0.3228,0.3485,0.3286,jalar,0.0
0.4462,-1.1324,0.8192,0.3228,0.3485,0.3286,jalar,0.0
0.3356,-0.8987,0.6672,0.3228,0.3485,0.3286,jalar,0.0
0.2521,-0.6696,0.5359,0.3228,0.3485,0.3286,jalar,0.0
0.2073,-0.5173,0.4421,0.3228,0.3485,0.3286,jalar,0.0
0.1619,-0.4093,0.4017,0.3228,0.3485,0.3286,jalar,0.0
0.097,-0.3497,0.3552,0.3228,0.3485,0.3286,jalar,0.0
0.1002,-0.3148,0.3536,0.3228,0.3485,0.3286,jalar,0.0
0.1146,-0.3071,0.3719,0.3228,0.3485,0.3286,jalar,0.0
0.134,-0.3271,0.394,0.3228,0.3485,0.3286,jalar,0.0
0.1603,-0.3528,0.4177,0.3228,0.3485,0.3286,jalar,0.0
0.184,-0.3788,0.4436,0.3228,0.3485,0.3286,jalar,0.0
0.2001,-0.415,0.4866,0.3228,0.3485,0.3286,jalar,0.0
0.2002,-0.4622,0.5017,0.0036,0.001,0.9954,reves,0.0
0.2069,-0.5181,0.5197,0.0036,0.001,0.9954,reves,0.0
0.2377,-0.5625,0.553,0.0036,0.001,0.9954,reves,0.0
0.1987,-0.5889,0.5912,0.0036,0.001,0.9954,reves,0.0
0.1998,-0.6779,0.6368,0.0036,0.001,0.9954,reves,0.0
0.2366,-0.764,0.7189,0.0036,0.001,0.9954,reves,0.0
0.2617,-0.8029,0.7881,0.0036,0.001,0.9954,reves,0.0
0.2706,-0.8254,0.826,0.0036,0.001,0.9954,reves,0.0
0.2823,-0.8339,0.8405,0.0036,0.001,0.9954,reves,0.0
0.2793,-0.8434,0.8341,0.0036,0.001,0.9954,reves,0.0
0.2687,-0.8495,0.825,0.0036,0.001,0.9954,reves,0.0
0.2545,-0.8422,0.804,0.0036,0.001,0.9954,reves,0.0
0.2545,-0.8271,0.7758,0.0036,0.001,0.9954,reves,0.0
0.2396,-0.8065,0.7378,0.0036,0.001,0.9954,reves,0.0
0.2373,-0.7836,0.6915,0.0036,0.001,0.9954,reves,0.0
0.238,-0.7544,0.6479,0.0036,0.001,0.9954,reves,0.0
0.2368,-0.7368,0.6089,0.0036,0.001,0.9954,reves,0.0
0.2385,-0.7244,0.5842,0.0036,0.001,0.9954,reves,0.0
0.2538,-0.7185,0.569,0.0036,0.001,0.9954,reves,0.0
0.2571,-0.7242,0.5604,0.0036,0.001,0.9954,reves,0.0
0.257,-0.7274,0.5608,0.0036,0.001,0.9954,reves,0.0
0.2615,-0.7268,0.5692,0.0036,0.001,0.9954,reves,0.0
0.2644,-0.7187,0.5717,0.0036,0.001,0.9954,reves,0.0
0.2632,-0.7146,0.5669,0.0036,0.001,0.9954,reves,0.0
0.2599,-0.7086,0.5598,0.0036,0.001,0.9954,reves,0.0
0.2557,-0.7019,0.5579,0.0036,0.001,0.9954,reves,0.0
0.2603,-0.6948,0.5573,0.0036,0.001,0.9954,reves,0.0
0.2609,-0.6941,0.5547,0.0036,0.001,0.9954,reves,0.0
0.2632,-0.7006,0.5564,0.0036,0.001,0.9954,reves,0.0
0.2625,-0.7177,0.5624,0.0036,0.001,0.9954,reves,0.0
0.2634,-0.723,0.5739,0.0036,0.001,0.9954,reves,0.0
0.2692,-0.7233,0.5881,0.0036,0.001,0.9954,reves,0.0
0.2664,-0.7289,0.5981,0.0036,0.001,0.9954,reves,0.0
0.2611,-0.7385,0.6025,0.0036,0.001,0.9954,reves,0.0
0.2565,-0.7334,0.6219,0.0036,0.001,0.9954,reves,0.0
0.2401,-0.7374,0.6224,0.0036,0.001,0.9954,reves,0.0
0.2534,-0.7354,0.6243,0.0036,0.001,0.9954,reves,0.0
0.2557,-0.7341,0.6379,0.0036,0.001,0.9954,reves,0.0
0.2423,-0.7329,0.6432,0.0036,0.001,0.9954,reves,0.0
0.2429,-0.7238,0.6465,0.0036,0.001,0.9954,reves,0.0
0.2432,-0.7177,0.6532,0.0036,0.001,0.9954,reves,0.0
0.2358,-0.7194,0.6635,0.0036,0.001,0.9954,reves,0.0
0.2306,-0.7155,0.67,0.0036,0.001,0.9954,reves,0.0
0.2271,-0.7061,0.6699,0.0036,0.001,0.9954,reves,0.0
0.2169,-0.6974,0.6609,0.0036,0.001,0.9954,reves,0.0
0.2155,-0.6993,0.6522,0.0036,0.001,0.9954,reves,0.0
0.2137,-0.6984,0.645,0.0036,0.001,0.9954,reves,0.0
0.2081,-0.6887,0.6407,0.0036,0.001,0.9954,reves,0.0
0.2046,-0.6812,0.6353,0.0036,0.001,0.9954,reves,0.0
0.203,-0.6804,0.6289,0.0036,0.001,0.9954,reves,0.0
0.2043,-0.6908,0.6321,0.0036,0.001,0.9954,reves,0.0
0.2025,-0.693,0.6256,0.0036,0.001,0.9954,reves,0.0
0.1997,-0.6869,0.6169,0.0036,0.001,0.9954,reves,0.0
0.1969,-0.6809,0.6102,0.0036,0.001,0.9954,reves,0.0
0.1962,-0.6793,0.6052,0.0036,0.001,0.9954,reves,0.0
0.2021,-0.6879,0.6138,0.0036,0.001,0.9954,reves,0.0
0.2097,-0.6978,0.6202,0.0036,0.001,0.9954,reves,0.0
0.2095,-0.7017,0.6201,0.0036,0.001,0.9954,reves,0.0
0.207,-0.7,0.6271,0.0036,0.001,0.9954,reves,0.0
0.2087,-0.6986,0.6268,0.0036,0.001,0.9954,reves,0.0
0.2111,-0.6993,0.627,0.0036,0.001,0.9954,reves,0.0
0.2151,-0.7109,0.6313,0.0036,0.001,0.9954,reves,0.0
0.2162,-0.714,0.6367,0.0036,0.001,0.9954,reves,0.0
0.2201,-0.7047,0.6356,0.0036,0.001,0.9954,reves,0.0
0.2195,-0.7017,0.6331,0.0036,0.001,0.9954,reves,0.0
0.2195,-0.6992,0.6311,0.0036,0.001,0.9954,reves,0.0
0.2203,-0.7046,0.6331,0.0036,0.001,0.9954,reves,0.0
0.2208,-0.7125,0.6403,0.0036,0.001,0.9954,reves,0.0
0.2211,-0.7141,0.647,0.0036,0.001,0.9954,reves,0.0
0.2235,-0.709,0.6454,0.0036,0.001,0.9954,reves,0.0
0.2167,-0.7032,0.6382,0.0036,0.001,0.9954,reves,0.0
0.2113,-0.7008,0.6301,0.0036,0.001,0.9954,reves,0.0
0.212,-0.6976,0.6256,0.0036,0.001,0.9954,reves,0.0
0.2108,-0.7002,0.621,0.0036,0.001,0.9954,reves,0.0
0.2062,-0.6992,0.6244,0.0036,0.001,0.9954,reves,0.0
0.2083,-0.6937,0.6187,0.0036,0.001,0.9954,reves,0.0
0.2076,-0.6917,0.6169,0.0036,0.001,0.9954,reves,0.0
0.2067,-0.6965,0.6173,0.0036,0.001,0.9954,reves,0.0
0.2046,-0.7012,0.6232,0.0036,0.001,0.9954,reves,0.0
0.2091,-0.7029,0.6307,0.0036,0.001,0.9954,reves,0.0
0.2098,-0.7056,0.636,0.0036,0.001,0.9954,reves,0.0
0.2092,-0.7079,0.632,0.0036,0.001,0.9954,reves,0.0
0.2083,-0.7113,0.6316,0.0036,0.001,0.9954,reves,0.0
0.2081,-0.7129,0.631,0.0036,0.001,0.9954,reves,0.0
0.2069,-0.7156,0.632,0.0036,0.001,0.9954,reves,0.0
0.2034,-0.717,0.6359,0.0036,0.001,0.9954,reves,0.0
0.2045,-0.713,0.6345,0.0036,0.001,0.9954,reves,0.0
0.2034,-0.7085,0.6331,0.0036,0.001,0.9954,reves,0.0
0.1987,-0.7059,0.6306,0.0036,0.001,0.9954,reves,0.0
0.1967,-0.7042,0.6287,0.0036,0.001,0.9954,reves,0.0
0.2,-0.7041,0.6306,0.0036,0.001,0.9954,reves,0.0
0.2015,-0.7004,0.6274,0.0036,0.001,0.9954,reves,0.0
0.2013,-0.7021,0.6274,0.0036,0.001,0.9954,reves,0.0
0.2003,-0.7078,0.6298,0.0036,0.001,0.9954,reves,0.0
0.1998,-0.7087,0.634,0.0036,0.001,0.9954,reves,0.0
0.2007,-0.7051,0.6426,0.0036,0.001,0.9954,reves,0.0
0.2014,-0.7017,0.6467,0.0036,0.001,0.9954,reves,0.0
0.2023,-0.7023,0.6486,0.0036,0.001,0.9954,reves,0.0
0.2036,-0.7031,0.6511,0.0036,0.001,0.9954,reves,0.0
0.201,-0.7036,0.6519,0.0036,0.001,0.9954,reves,0.0
0.2053,-0.7003,0.652,0.0036,0.001,0.9954,reves,0.0
0.2045,-0.7012,0.6511,0.0036,0.001,0.9954,reves,0.0
0.1995,-0.7015,0.6509,0.0036,0.001,0.9954,reves,0.0
0.2003,-0.6998,0.6497,0.0036,0.001,0.9954,reves,0.0
0.2006,-0.6968,0.6494,0.0036,0.001,0.9954,reves,0.0
0.1964,-0.6953,0.6482,0.0036,0.001,0.9954,reves,0.0
0.1946,-0.6953,0.647,0.0036,0.001,0.9954,reves,0.0
0.1942,-0.6948,0.6448,0.0036,0.001,0.9954,reves,0.0
0.1927,-0.6935,0.6414,0.0036,0.001,0.9954,reves,0.0
0.1946,-0.6938,0.6433,0.0036,0.001,0.9954,reves,0.0
0.2019,-0.6978,0.6447,0.0036,0.001,0.9954,reves,0.0
0.2009,-0.7072,0.6508,0.0036,0.001,0.9954,reves,0.0
0.2028,-0.7115,0.6564,0.0036,0.001,0.9954,reves,0.0
0.2074,-0.7122,0.6628,0.0036,0.001,0.9954,reves,0.0
0.2079,-0.7108,0.6655,0.0036,0.001,0.9954,reves,0.0
0.2112,-0.7085,0.6663,0.0036,0.001,0.9954,reves,0.0
0.2115,-0.7053,0.6665,0.0036,0.001,0.9954,reves,0.0
0.21,-0.7051,0.6667,0.0036,0.001,0.9954,reves,0.0
0.2053,-0.7053,0.6638,0.0036,0.001,0.9954,reves,0.0
0.2046,-0.7012,0.6625,0.3228,0.3485,0.3286,jalar,0.0
0.2039,-0.6962,0.6595,0.3228,0.3485,0.3286,jalar,0.0
0.2026,-0.7007,0.6577,0.3228,0.3485,0.3286,jalar,0.0
0.1985,-0.7032,0.6571,0.3228,0.3485,0.3286,jalar,0.0
0.1996,-0.705,0.6581,0.3228,0.3485,0.3286,jalar,0.0
0.2064,-0.7036,0.6608,0.3228,0.3485,0.3286,jalar,0.0
0.2114,-0.7081,0.6569,0.3228,0.3485,0.3286,jalar,0.0
0.2153,-0.72,0.6582,0.3228,0.3485,0.3286,jalar,0.0
0.2192,-0.7264,0.6619,0.3228,0.3485,0.3286,jalar,0.0
0.2238,-0.7297,0.6663,0.3228,0.3485,0.3286,jalar,0.0
0.2253,-0.7318,0.6693,0.3228,0.3485,0.3286,jalar,0.0
0.2249,-0.735,0.6716,0.3228,0.3485,0.3286,jalar,0.0
0.2261,-0.7382,0.6735,0.3228,0.3485,0.3286,jalar,0.0
0.2274,-0.7389,0.6702,0.3228,0.3485,0.3286,jalar,0.0
0.2268,-0.7343,0.6667,0.3228,0.3485,0.3286,jalar,0.0
0.2279,-0.728,0.6635,0.3228,0.3485,0.3286,jalar,0.0
0.2256,-0.7241,0.6575,0.3228,0.3485,0.3286,jalar,0.0
0.2214,-0.7195,0.6486,0.3228,0.3485,0.3286,jalar,0.0
0.2158,-0.717,0.6382,0.3228,0.3485,0.3286,jalar,0.0
0.2131,-0.7103,0.6289,0.3228,0.3485,0.3286,jalar,0.0
0.2126,-0.7034,0.6229,0.3228,0.3485,0.3286,jalar,0.0
0.2041,-0.6992,0.6185,0.3228,0.3485,0.3286,jalar,0.0
0.1973,-0.693,0.6146,0.3228,0.3485,0.3286,jalar,0.0
0.196,-0.6892,0.6138,0.3228,0.3485,0.3286,jalar,0.0
0.1863,-0.689,0.6104,0.3228,0.3485,0.3286,jalar,0.0
0.179,-0.6864,0.6069,0.3228,0.3485,0.3286,jalar,0.0
0.1782,-0.6781,0.603,0.3228,0.3485,0.3286,jalar,0.0
0.1718,-0.67,0.6044,0.3228,0.3485,0.3286,jalar,0.0
0.1637,-0.6632,0.6041,0.3228,0.3485,0.3286,jalar,0.0
0.1589,-0.6649,0.6077,0.3228,0.3485,0.3286,jalar,0.0
0.1575,-0.6697,0.6143,0.3228,0.3485,0.3286,jalar,0.0
0.1545,-0.6735,0.6195,0.3228,0.3485,0.3286,jalar,0.0
0.1526,-0.677,0.6244,0.3228,0.3485,0.3286,jalar,0.0
