ax,ay,az
-0.21,0.05,0.97
-0.22,0.04,0.96
-0.22,0.04,0.95
-0.22,0.04,0.96
-0.21,0.05,0.96
-0.21,0.04,0.95
-0.22,0.04,0.95
-0.22,0.04,0.96
-0.21,0.04,0.95
-0.25,0.05,0.89
-0.23,0.06,1.03
-0.19,0.06,0.97
-0.2,0.07,0.88
-0.24,0.04,0.94
-0.23,0.01,1.03
-0.22,0.04,0.95
-0.22,0.08,0.91
-0.21,0.05,1.0
-0.22,0.04,0.99
-0.22,0.03,0.94
-0.21,0.03,0.94
-0.21,0.04,0.96
-0.21,0.06,0.97
-0.21,0.05,0.97
-0.22,0.04,0.96
-0.22,0.05,0.95
-0.22,0.05,0.95
-0.22,0.05,0.98
-0.23,0.05,0.96
-0.2,0.06,0.94
-0.22,0.06,0.92
-0.24,0.06,0.96
-0.18,0.09,0.95
-0.22,0.07,0.94
-0.22,0.06,0.96
-0.23,0.05,0.96
-0.22,0.06,0.95
-0.21,0.07,0.95
-0.22,0.07,0.96
-0.21,0.07,0.97
-0.23,0.06,0.96
-0.21,0.09,0.95
-0.2,0.1,0.99
-0.21,0.1,1.01
-0.19,0.13,1.1
-0.18,0.11,1.08
-0.18,0.1,0.99
-0.23,0.08,1.02
-0.2,0.09,1.13
-0.2,0.08,1.15
-0.19,0.11,1.16
-0.18,0.13,1.2
-0.15,0.11,1.22
-0.16,0.1,1.21
-0.15,0.1,1.3
-0.11,0.09,1.38
-0.09,0.08,1.39
-0.04,0.06,1.25
-0.1,0.04,1.12
-0.12,-0.01,1.08
0.01,0.0,1.11
0.1,0.03,1.07
0.16,0.03,0.98
0.12,0.02,0.99
0.2,0.03,0.85
0.34,0.09,0.56
0.45,0.1,0.45
0.42,0.1,0.29
0.49,0.1,-0.12
0.63,0.18,-0.28
0.73,0.18,-0.22
0.78,0.23,-0.19
0.79,0.17,-0.2
0.84,0.16,-0.25
0.88,0.14,-0.14
0.94,0.12,0.11
0.96,0.1,0.16
0.93,0.05,0.13
0.88,0.03,0.12
0.89,0.05,0.2
0.9,0.06,0.15
0.84,0.05,0.11
0.88,0.09,0.11
0.89,0.12,0.14
0.87,0.13,0.09
0.84,0.1,0.1
0.78,0.07,0.22
0.85,0.13,0.29
0.82,0.1,0.18
0.71,0.07,0.14
0.71,0.13,0.42
0.7,0.07,0.64
0.63,0.02,0.6
0.63,0.04,0.5
0.48,0.03,0.73
0.57,0.02,0.84
0.52,0.01,0.81
0.53,0.04,0.82
0.51,0.04,0.73
0.45,0.05,0.89
0.37,-0.01,0.88
0.35,0.04,0.99
0.41,0.04,0.87
0.42,0.11,0.86
0.34,0.08,0.9
0.19,0.02,0.89
0.13,-0.0,0.83
0.16,0.05,0.88
0.22,0.07,1.02
0.06,0.05,1.06
-0.01,0.03,1.03
0.09,0.09,1.0
0.06,0.08,1.05
0.03,0.09,1.07
-0.01,0.08,1.01
-0.04,0.06,1.01
-0.01,0.07,1.03
-0.04,0.08,0.99
-0.06,0.08,0.91
-0.16,0.06,1.06
-0.1,0.09,1.11
-0.14,0.09,1.08
-0.14,0.09,1.03
-0.16,0.1,1.02
-0.17,0.11,1.07
-0.18,0.14,1.07
-0.21,0.14,1.07
-0.2,0.09,1.09
-0.19,0.09,1.06
-0.19,0.07,1.0
-0.2,0.07,0.98
-0.2,0.06,0.96
-0.26,0.01,0.87
-0.24,0.01,0.83
-0.19,0.07,0.9
-0.17,0.04,0.88
-0.25,0.15,0.94
-0.2,-0.0,0.95
-0.18,0.13,0.96
-0.22,0.07,0.95
-0.24,0.02,0.96
-0.23,0.04,0.94
-0.22,0.05,0.96
-0.22,0.05,0.97
-0.23,0.05,0.95
-0.23,0.05,0.96
-0.22,0.06,0.95
-0.22,0.07,0.94
-0.23,0.05,0.97
-0.23,0.06,0.95
