ax,ay,az
-0.23,0.07,1.04
-0.31,0.0,1.0
-0.27,0.01,0.9
-0.22,0.02,0.96
-0.22,0.02,1.01
-0.23,0.06,0.97
-0.23,0.07,0.94
-0.24,0.06,0.95
-0.25,0.03,0.95
-0.23,0.03,0.96
-0.22,0.02,0.95
-0.21,0.03,0.95
-0.21,0.03,0.95
-0.22,0.03,0.96
-0.22,0.03,0.97
-0.22,0.04,0.96
-0.22,0.04,0.94
-0.25,0.05,1.01
-0.2,0.06,1.0
-0.18,0.07,0.94
-0.2,0.05,0.94
-0.25,0.02,0.98
-0.24,0.01,0.95
-0.22,0.03,0.94
-0.22,0.05,0.93
-0.22,0.05,0.96
-0.23,0.05,0.96
-0.23,0.04,0.95
-0.22,0.03,0.95
-0.22,0.03,0.96
-0.22,0.03,0.97
-0.22,0.03,0.97
-0.21,0.04,0.96
-0.22,0.04,0.94
-0.23,0.04,0.94
-0.23,0.04,0.95
-0.23,0.04,0.96
-0.23,0.04,0.96
-0.23,0.04,0.95
-0.23,0.04,0.96
-0.22,0.04,0.96
-0.22,0.04,0.96
-0.22,0.04,0.95
-0.22,0.04,0.96
-0.23,0.04,0.96
-0.23,0.05,0.96
-0.23,0.05,0.96
-0.23,0.04,0.97
-0.24,0.03,0.98
-0.14,0.1,0.97
-0.25,0.11,1.16
-0.01,0.14,1.21
-0.21,0.12,1.28
-0.23,0.09,1.33
-0.32,0.01,1.42
-0.29,-0.02,1.43
-0.25,0.02,1.2
-0.23,-0.03,1.11
-0.19,0.0,1.17
-0.13,0.01,1.25
0.06,0.1,1.2
0.1,0.1,0.86
0.07,0.1,0.66
0.21,0.16,0.91
0.37,0.17,0.91
0.49,0.16,0.74
0.37,0.08,0.49
0.41,0.14,0.31
0.56,0.19,0.37
0.71,0.2,0.3
0.68,0.19,0.14
0.67,0.12,-0.09
0.74,0.16,0.05
0.82,0.23,0.17
0.94,0.21,0.05
0.92,0.16,-0.01
0.88,0.11,0.04
0.91,0.12,0.11
0.9,0.13,0.1
0.91,0.12,0.11
0.9,0.09,0.11
0.84,0.08,0.17
0.94,0.11,0.27
0.94,0.11,0.32
0.92,0.1,0.34
0.91,0.1,0.27
0.87,0.1,0.24
0.92,0.15,0.34
0.88,0.13,0.3
0.87,0.12,0.24
0.86,0.13,0.22
0.88,0.14,0.26
0.88,0.14,0.16
0.87,0.18,-0.04
0.88,0.17,-0.04
0.85,0.18,0.16
0.86,0.17,0.06
0.8,0.11,0.03
0.61,0.09,0.26
0.56,0.08,0.62
0.6,0.01,0.7
0.61,0.07,0.45
0.46,0.05,0.39
0.23,-0.0,0.69
0.26,0.03,1.03
0.2,0.05,1.1
0.24,0.05,1.0
0.15,0.05,0.98
0.03,0.03,0.78
-0.01,0.1,1.12
0.07,0.06,1.13
0.05,0.07,0.93
-0.14,0.01,0.86
-0.09,0.02,1.13
-0.02,0.06,1.22
-0.11,0.03,1.09
-0.14,0.05,1.05
-0.13,0.11,1.26
-0.2,0.07,1.24
-0.19,0.07,1.15
-0.14,0.09,1.08
-0.08,0.13,1.05
-0.24,0.07,1.01
-0.19,0.12,1.0
-0.14,0.14,0.95
-0.27,0.5,1.52
-0.14,0.08,0.87
-0.28,0.01,1.02
-0.3,0.0,0.94
-0.25,0.04,0.91
-0.24,0.06,0.95
-0.24,0.06,0.97
-0.23,0.05,0.97
-0.24,0.06,0.92
-0.24,0.06,0.92
-0.25,0.05,0.97
-0.24,0.03,0.98
-0.23,0.03,0.96
-0.22,0.03,0.95
-0.22,0.03,0.95
-0.22,0.05,0.96
-0.22,0.05,0.95
-0.22,0.04,0.95
-0.23,0.04,0.95
-0.24,0.05,0.94
-0.23,0.05,0.95
-0.22,0.05,0.96
-0.22,0.05,0.95
-0.23,0.03,0.95
-0.21,0.08,0.84
