ax,ay,az
-0.24,0.06,0.95
-0.24,0.06,0.95
-0.24,0.07,0.96
-0.24,0.07,0.94
-0.24,0.06,0.94
-0.24,0.05,0.95
-0.24,0.06,0.96
-0.24,0.06,0.96
-0.23,0.06,0.95
-0.23,0.06,0.95
-0.24,0.06,0.94
-0.24,0.06,0.95
-0.24,0.06,0.95
-0.24,0.06,0.95
-0.23,0.06,0.95
-0.24,0.07,0.92
-0.25,0.07,1.0
-0.22,0.07,1.01
-0.21,0.07,0.95
-0.22,0.06,0.92
-0.26,0.04,0.96
-0.25,0.04,0.96
-0.24,0.06,0.93
-0.24,0.07,0.93
-0.24,0.08,0.96
-0.24,0.07,0.96
-0.23,0.07,0.95
-0.23,0.06,0.95
-0.23,0.06,0.96
-0.23,0.06,0.96
-0.23,0.06,0.96
-0.23,0.06,0.95
-0.23,0.06,0.94
-0.24,0.07,0.94
-0.24,0.06,0.96
-0.24,0.06,0.97
-0.23,0.06,0.96
-0.24,0.06,0.97
-0.25,0.06,0.98
-0.23,0.07,0.97
-0.22,0.11,0.98
-0.26,0.1,1.04
-0.24,0.07,1.02
-0.22,0.13,1.11
-0.18,0.12,1.1
-0.17,0.11,1.16
-0.17,0.12,1.19
-0.17,0.13,1.21
-0.15,0.12,1.18
-0.11,0.14,1.19
-0.07,0.15,1.24
-0.1,0.12,1.26
-0.11,0.11,1.26
-0.06,0.06,1.26
-0.02,0.05,1.21
0.09,0.1,1.1
0.15,0.11,0.92
0.14,0.11,0.89
0.27,0.1,0.81
0.35,0.09,0.81
0.41,0.1,0.82
0.52,0.15,0.53
0.52,0.15,0.29
0.51,0.14,0.34
0.63,0.15,0.31
0.7,0.18,0.26
0.74,0.16,0.18
0.73,0.14,0.09
0.69,0.12,0.06
0.7,0.1,-0.01
0.86,0.16,0.07
0.9,0.18,0.09
0.87,0.17,-0.09
0.82,0.14,-0.1
0.94,0.21,0.08
0.99,0.21,0.18
0.97,0.2,0.13
0.92,0.17,0.13
0.96,0.18,0.2
0.94,0.16,0.21
0.91,0.14,0.22
0.9,0.15,0.21
0.86,0.12,0.16
0.91,0.15,0.24
0.92,0.16,0.3
0.91,0.16,0.25
0.88,0.14,0.16
0.9,0.16,0.18
0.89,0.15,0.19
0.89,0.17,0.16
0.86,0.15,0.01
0.77,0.12,-0.09
0.77,0.12,-0.11
0.78,0.17,-0.09
0.64,0.11,-0.02
0.59,0.09,0.17
0.61,0.1,0.27
0.53,0.08,0.27
0.42,0.12,0.2
0.3,0.13,0.48
0.2,0.08,0.76
0.28,0.18,1.27
0.22,0.1,1.01
0.0,0.1,1.03
-0.05,0.07,1.38
0.11,0.06,1.45
0.25,0.15,1.32
0.19,0.15,0.91
-0.01,0.1,0.99
-0.03,0.12,1.34
0.12,0.15,1.27
0.14,0.19,1.15
0.03,0.16,1.01
-0.05,0.16,1.19
-0.06,0.13,1.13
-0.06,0.13,1.0
-0.07,0.15,0.97
0.13,-0.07,1.39
-0.1,0.13,1.02
-0.1,0.01,0.86
-0.24,0.08,1.04
-0.21,0.01,0.87
-0.25,0.07,0.97
-0.27,-0.01,0.98
-0.24,0.07,0.99
-0.24,0.08,0.95
-0.24,0.06,0.95
-0.22,0.05,0.94
-0.24,0.06,0.94
-0.25,0.06,0.94
-0.24,0.06,0.96
-0.24,0.05,0.96
-0.23,0.05,0.95
-0.23,0.05,0.94
-0.23,0.06,0.95
-0.23,0.05,0.96
-0.23,0.04,0.96
-0.23,0.04,0.95
-0.24,0.05,0.95
-0.24,0.06,0.95
-0.23,0.06,0.95
-0.23,0.06,0.95
-0.24,0.05,0.95
-0.24,0.06,0.95
-0.24,0.06,0.95
-0.24,0.06,0.95
-0.23,0.06,0.96
-0.23,0.05,0.94
-0.24,0.05,0.94
-0.26,0.05,0.92
