ax,ay,az
0.06,0.12,0.99
0.0,0.11,1.03
-0.03,0.12,1.03
0.0,0.13,1.05
0.02,0.14,1.0
-0.07,0.16,0.98
-0.07,0.15,1.05
-0.04,0.14,1.06
-0.1,0.14,0.96
-0.05,0.32,1.31
-0.15,0.2,1.14
-0.17,0.06,0.93
-0.22,0.08,1.01
-0.21,-0.0,0.9
-0.26,0.03,1.03
-0.24,0.02,0.95
-0.22,0.04,0.96
-0.21,0.07,0.95
-0.19,0.09,0.95
-0.21,0.08,0.95
-0.21,0.07,0.95
-0.21,0.05,0.94
-0.21,0.03,0.98
-0.2,0.05,0.98
-0.2,0.06,0.97
-0.19,0.08,0.91
-0.22,0.06,0.95
-0.22,0.05,1.0
-0.21,0.05,0.93
-0.21,0.08,0.93
-0.2,0.08,0.98
-0.21,0.07,0.96
-0.21,0.05,0.95
-0.21,0.05,0.96
-0.2,0.06,0.96
-0.19,0.07,0.96
-0.2,0.07,0.96
-0.21,0.07,0.95
-0.21,0.06,0.96
-0.21,0.06,0.95
-0.21,0.06,0.95
-0.21,0.07,0.96
-0.21,0.07,0.95
-0.21,0.06,0.95
-0.21,0.06,0.96
-0.2,0.07,0.96
-0.2,0.07,0.95
-0.2,0.07,0.95
-0.21,0.06,0.96
-0.21,0.06,0.96
-0.21,0.07,0.96
-0.21,0.07,0.96
-0.21,0.07,0.96
-0.21,0.07,0.96
-0.2,0.07,0.96
-0.2,0.07,0.95
-0.21,0.07,0.97
-0.21,0.07,0.98
-0.21,0.07,0.97
-0.22,0.07,1.01
-0.21,0.08,1.0
-0.18,0.09,0.98
-0.13,0.06,1.13
-0.13,0.11,1.22
-0.1,0.11,1.15
-0.09,0.11,1.16
-0.08,0.09,1.15
-0.07,0.1,1.19
-0.09,0.09,1.31
-0.06,0.06,1.39
0.05,0.1,1.33
0.06,0.1,1.18
0.06,0.07,1.0
0.02,0.02,0.96
0.09,0.01,1.06
0.21,0.01,1.07
0.27,0.05,0.9
0.23,0.03,0.81
0.26,0.01,0.72
0.33,0.04,0.68
0.47,0.09,0.71
0.54,0.11,0.71
0.55,0.12,0.65
0.66,0.16,0.43
0.67,0.18,0.41
0.71,0.16,0.41
0.73,0.15,0.31
0.8,0.16,0.22
0.79,0.14,0.15
0.8,0.14,0.11
0.79,0.12,0.15
0.86,0.09,0.17
0.88,0.01,0.23
0.86,0.01,0.43
0.98,0.1,0.19
0.87,0.12,-0.23
0.85,0.21,-0.45
0.87,0.21,-0.45
0.9,0.2,-0.49
0.8,0.15,-0.52
0.77,0.11,-0.29
0.74,0.07,-0.04
0.9,0.12,0.13
0.91,0.11,0.18
0.88,0.09,0.05
0.68,0.02,-0.04
0.63,0.06,0.16
0.66,0.05,0.28
0.72,0.1,0.47
0.63,0.12,0.43
0.48,0.07,0.44
0.41,0.02,0.46
0.4,0.12,1.01
0.3,0.03,0.96
0.23,0.02,0.87
0.28,0.08,0.85
0.28,0.15,1.12
0.14,0.07,1.11
0.08,0.05,1.15
0.1,0.09,1.17
0.21,0.14,1.15
0.1,0.11,1.03
0.04,0.1,1.02
-0.01,0.08,1.12
0.07,0.12,1.11
-0.0,0.09,0.98
-0.1,0.09,1.05
-0.09,0.07,1.11
-0.1,0.08,1.11
-0.09,0.1,1.03
-0.1,0.11,1.01
-0.05,0.13,0.97
-0.11,0.16,1.04
-0.15,0.12,1.02
-0.15,0.14,1.02
-0.14,0.14,1.06
-0.19,0.11,1.02
-0.23,0.11,0.99
-0.27,-0.26,1.06
-0.18,0.08,0.96
-0.21,0.07,0.95
-0.21,0.05,0.95
-0.2,0.05,0.95
-0.19,0.06,0.97
-0.2,0.07,0.97
-0.2,0.07,0.95
-0.2,0.07,0.95
-0.21,0.06,0.96
-0.22,0.05,0.95
-0.21,0.06,0.97
