ax,ay,az
-1.34,-4.0,0.19
-1.3,-4.0,0.26
-0.86,-0.07,0.92
-0.27,2.06,0.31
-0.01,3.45,0.84
0.1,2.88,1.46
0.28,0.88,1.39
0.5,-0.12,1.37
0.45,-1.32,1.65
0.27,-1.26,1.57
0.17,-0.49,0.88
0.18,-0.12,0.55
0.14,0.48,0.54
0.15,0.65,0.66
0.22,0.7,0.93
0.28,0.65,0.99
0.22,0.55,0.97
0.13,0.24,0.84
0.12,0.08,0.83
0.13,-0.11,0.94
0.13,-0.12,0.98
0.21,-0.12,1.0
0.25,-0.12,1.08
0.15,-0.06,0.98
0.13,-0.04,0.87
0.12,0.02,0.8
0.09,0.07,0.79
0.12,0.11,0.77
0.13,0.11,0.79
0.2,0.11,0.8
0.2,0.1,0.81
0.23,0.09,0.8
0.26,0.08,0.79
0.27,0.05,0.77
0.28,0.05,0.77
0.3,0.11,0.78
0.31,0.15,0.81
0.34,0.2,0.87
0.35,0.25,0.89
0.33,0.26,0.88
0.32,0.26,0.82
0.38,0.17,0.68
0.39,0.15,0.66
0.38,0.13,0.86
0.4,0.13,0.92
0.37,0.09,0.98
0.39,0.1,0.97
0.42,0.13,0.92
0.41,0.17,0.87
0.41,0.19,0.85
0.44,0.21,0.85
0.45,0.22,0.87
0.48,0.21,0.91
0.48,0.19,0.91
0.5,0.2,0.95
0.5,0.24,0.98
0.52,0.26,1.02
0.53,0.27,1.02
0.54,0.32,1.02
0.55,0.34,1.02
0.57,0.36,1.01
0.57,0.36,1.0
0.6,0.31,1.0
0.6,0.3,1.0
0.63,0.31,0.98
0.63,0.35,1.0
0.6,0.39,1.01
0.61,0.37,0.98
0.64,0.33,0.9
0.65,0.33,0.86
0.64,0.35,0.79
0.64,0.36,0.78
0.65,0.4,0.73
0.65,0.41,0.7
0.67,0.42,0.64
0.65,0.43,0.63
0.69,0.43,0.57
0.67,0.41,0.56
0.68,0.4,0.53
0.68,0.39,0.53
0.68,0.37,0.54
0.67,0.36,0.51
0.67,0.37,0.49
0.67,0.4,0.46
0.67,0.43,0.44
0.71,0.52,0.42
0.73,0.61,0.41
0.84,0.9,0.41
1.0,1.22,0.41
2.02,2.85,0.39
3.05,4.0,-0.42
2.54,4.0,0.52
1.93,4.0,1.2
4.0,1.13,-0.47
3.73,-1.06,-1.08
2.12,-4.0,0.12
0.75,-4.0,0.8
-0.34,-4.0,1.21
-0.67,-4.0,1.22
-0.8,-1.73,0.66
