ax,ay,az
0.65,-3.5,0.85
0.31,-2.73,0.49
-0.03,-2.5,0.38
-0.2,-2.06,-0.18
-0.08,-1.81,-0.21
-0.01,-1.54,-0.11
0.03,-1.42,-0.09
0.05,-1.3,-0.02
0.05,-1.22,0.01
-0.02,-1.07,0.03
-0.02,-1.0,0.05
0.01,-0.91,0.09
0.03,-0.9,0.14
0.06,-0.92,0.26
0.11,-0.92,0.3
0.12,-0.95,0.35
0.13,-0.93,0.37
0.17,-0.92,0.37
0.2,-0.93,0.36
0.21,-0.95,0.34
0.21,-0.96,0.33
0.21,-0.98,0.32
0.21,-1.0,0.32
0.22,-1.0,0.32
0.22,-1.0,0.33
0.24,-0.99,0.32
0.24,-0.99,0.31
0.19,-0.97,0.27
0.18,-0.97,0.27
0.13,-0.99,0.22
0.11,-1.02,0.2
0.1,-1.1,0.22
0.1,-1.14,0.25
0.14,-1.18,0.28
0.19,-1.23,0.3
0.18,-1.26,0.3
0.15,-1.29,0.3
0.1,-1.31,0.3
0.07,-1.29,0.26
0.07,-1.25,0.24
0.14,-1.19,0.24
0.17,-1.14,0.24
0.17,-1.07,0.24
0.16,-1.06,0.25
0.16,-0.99,0.23
0.15,-0.95,0.21
0.1,-0.94,0.17
0.09,-0.94,0.14
0.07,-0.89,0.12
0.07,-0.85,0.11
0.05,-0.81,0.09
0.03,-0.81,0.09
0.03,-0.82,0.1
0.03,-0.82,0.09
0.03,-0.82,0.08
0.02,-0.83,0.05
-0.01,-0.91,0.03
0.02,-0.95,0.02
0.02,-0.98,0.02
0.02,-0.99,0.03
0.02,-0.95,0.03
0.02,-0.94,0.03
0.01,-0.93,0.05
-0.0,-0.94,0.05
0.01,-0.96,0.06
0.01,-0.99,0.06
-0.01,-1.0,0.05
-0.03,-1.03,0.03
-0.03,-1.04,0.02
-0.04,-1.01,0.01
-0.04,-0.99,0.01
-0.04,-0.94,0.02
-0.05,-0.92,0.02
-0.07,-0.89,0.03
-0.07,-0.89,0.04
-0.06,-0.9,0.05
-0.06,-0.91,0.06
-0.06,-0.91,0.07
-0.05,-0.88,0.07
-0.06,-0.82,0.05
-0.07,-0.78,0.04
-0.1,-0.66,0.05
-0.13,-0.56,0.07
-0.13,0.08,0.03
-0.18,0.9,-0.26
-1.21,3.7,-1.33
-1.36,4.0,-1.54
-0.27,3.26,0.09
0.52,1.89,0.03
1.43,-0.68,0.01
2.14,-1.83,0.17
2.35,-3.75,0.47
2.1,-4.0,0.64
1.78,-4.0,0.91
1.09,-4.0,0.88
0.83,-3.6,0.7
0.37,-2.53,0.3
0.03,-2.27,0.29
-0.08,-1.66,-0.06
-0.0,-1.37,-0.1
