ax,ay,az
-0.4,-0.22,0.93
-0.37,-0.2,0.93
-0.3,-0.12,0.91
-0.26,-0.09,0.89
-0.19,-0.01,0.86
-0.16,0.04,0.84
-0.12,0.11,0.84
-0.11,0.16,0.84
-0.09,0.22,0.81
-0.1,0.24,0.8
-0.07,0.27,0.74
-0.06,0.25,0.72
-0.01,0.23,0.68
-0.01,0.21,0.7
-0.01,0.15,0.81
-0.0,0.2,0.86
-0.01,0.27,0.89
-0.06,0.28,0.91
-0.1,0.31,0.86
-0.07,0.31,0.83
-0.04,0.3,0.81
0.01,0.31,0.8
0.06,0.33,0.79
0.11,0.37,0.8
0.1,0.38,0.8
0.08,0.38,0.77
0.1,0.39,0.73
0.11,0.41,0.69
0.11,0.44,0.68
0.13,0.5,0.7
0.13,0.51,0.71
0.17,0.48,0.76
0.14,0.44,0.79
0.14,0.43,0.75
0.14,0.45,0.73
0.14,0.48,0.73
0.14,0.5,0.73
0.13,0.55,0.77
0.14,0.58,0.81
0.18,0.59,0.87
0.17,0.57,0.9
0.13,0.56,0.9
0.13,0.56,0.89
0.15,0.57,0.86
0.15,0.58,0.86
0.15,0.61,0.84
0.15,0.62,0.83
0.15,0.63,0.8
0.15,0.63,0.79
0.19,0.64,0.76
0.18,0.66,0.73
0.19,0.68,0.72
0.16,0.71,0.71
0.13,0.73,0.67
0.12,0.76,0.57
0.11,0.75,0.54
0.11,0.68,0.57
0.11,0.62,0.62
0.1,0.48,0.67
0.09,0.4,0.67
0.07,0.26,0.71
0.06,0.23,0.72
0.05,0.23,0.73
0.03,0.25,0.76
-0.02,0.23,0.88
-0.04,0.22,0.97
-0.07,0.2,1.02
-0.06,0.18,1.0
-0.06,0.12,0.98
-0.08,0.1,0.94
-0.1,0.07,0.95
-0.12,0.06,0.96
-0.14,0.06,1.01
-0.15,0.07,1.05
-0.14,0.08,1.07
-0.16,0.08,1.05
-0.18,0.05,0.99
-0.17,0.03,0.96
-0.2,0.02,0.93
-0.2,0.03,0.93
-0.16,0.06,0.92
-0.18,0.07,0.93
-0.17,0.07,0.96
-0.11,0.09,0.95
-0.08,0.09,0.94
-0.01,0.11,0.93
0.02,0.12,0.91
0.13,0.19,0.82
0.21,0.19,0.77
0.36,0.25,0.54
0.58,0.32,0.3
0.84,0.38,-0.09
0.83,0.66,-0.43
0.2,1.94,-2.41
-0.02,3.3,-3.88
-0.29,4.0,-3.88
-0.13,4.0,-2.29
1.52,-1.92,1.88
0.94,-4.0,2.01
-0.97,-4.0,3.21
