ax,ay,az
0.65,0.05,0.44
0.64,0.09,0.39
0.71,0.14,0.38
0.77,0.17,0.4
0.9,0.29,0.5
0.98,0.37,0.59
1.15,0.54,1.02
1.16,1.0,1.13
2.09,2.81,0.45
2.52,4.0,-0.34
3.01,4.0,-0.03
3.75,4.0,0.84
4.0,1.04,0.67
3.67,-2.43,0.95
1.71,-4.0,3.42
0.6,-4.0,3.02
-0.07,-4.0,0.59
-0.34,-4.0,-0.26
-0.47,-1.4,-2.0
-0.37,-0.25,-2.14
0.2,0.45,-0.58
0.18,0.78,0.06
0.33,1.15,1.03
0.5,1.24,1.48
0.48,1.14,1.51
0.44,0.59,1.37
0.46,0.26,1.34
0.47,-0.28,1.24
0.47,-0.45,1.13
0.38,-0.23,0.84
0.39,-0.04,0.7
0.38,0.26,0.62
0.4,0.3,0.58
0.37,0.32,0.65
0.34,0.32,0.68
0.36,0.27,0.76
0.37,0.16,0.93
0.39,0.11,0.88
0.38,0.07,0.81
0.37,0.05,0.8
0.35,0.08,0.79
0.28,0.13,0.79
0.31,0.13,0.75
0.36,0.02,0.78
0.4,-0.02,0.89
0.39,-0.16,1.07
0.37,-0.18,1.13
0.33,-0.12,1.11
0.33,-0.11,1.06
0.31,-0.14,0.99
0.33,-0.16,0.99
0.33,-0.18,1.01
0.32,-0.19,1.03
0.32,-0.2,1.01
0.3,-0.14,1.02
0.31,-0.12,1.03
0.38,-0.04,1.01
0.4,-0.02,1.01
0.43,0.05,1.01
0.45,0.08,1.0
0.45,0.12,0.97
0.46,0.17,0.95
0.5,0.25,0.9
0.5,0.27,0.88
0.5,0.37,0.86
0.5,0.41,0.86
0.51,0.46,0.82
0.5,0.49,0.83
0.54,0.51,0.8
0.54,0.48,0.78
0.54,0.43,0.76
0.54,0.4,0.74
0.55,0.33,0.73
0.56,0.31,0.72
0.58,0.31,0.68
0.6,0.3,0.66
0.61,0.27,0.65
0.61,0.25,0.63
0.64,0.23,0.6
0.66,0.21,0.61
0.67,0.16,0.66
0.68,0.15,0.68
0.69,0.21,0.67
0.72,0.26,0.66
0.73,0.32,0.71
0.76,0.42,0.73
0.78,0.48,0.74
0.77,0.57,0.78
0.79,0.6,0.79
0.82,0.75,0.77
0.86,1.0,0.78
1.32,1.9,0.66
1.82,2.6,0.51
3.08,3.9,0.1
3.45,4.0,0.32
4.0,4.0,0.78
4.0,4.0,0.31
4.0,-1.28,1.19
4.0,-4.0,0.78
0.56,-4.0,-1.4
