ax,ay,az
-0.24,0.07,0.94
-0.24,0.12,0.95
-0.22,0.13,0.95
-0.2,0.16,0.96
-0.19,0.22,0.94
-0.18,0.24,0.92
-0.16,0.28,0.89
-0.16,0.29,0.87
-0.15,0.29,0.81
-0.14,0.29,0.78
-0.1,0.26,0.79
-0.11,0.24,0.83
-0.13,0.24,0.84
-0.13,0.26,0.82
-0.11,0.31,0.79
-0.11,0.32,0.8
-0.12,0.34,0.83
-0.11,0.34,0.83
-0.11,0.33,0.85
-0.11,0.33,0.85
-0.09,0.32,0.81
-0.07,0.32,0.77
-0.03,0.33,0.76
-0.03,0.35,0.75
-0.0,0.39,0.73
0.0,0.39,0.74
-0.04,0.39,0.76
-0.04,0.41,0.75
-0.05,0.44,0.78
-0.05,0.46,0.81
-0.1,0.48,0.88
-0.11,0.47,0.89
-0.11,0.46,0.91
-0.12,0.44,0.92
-0.12,0.43,0.92
-0.1,0.42,0.88
-0.1,0.43,0.88
-0.1,0.46,0.87
-0.1,0.48,0.86
-0.07,0.5,0.88
-0.07,0.51,0.89
-0.05,0.53,0.88
-0.05,0.53,0.88
-0.04,0.54,0.83
-0.03,0.54,0.81
-0.05,0.54,0.79
-0.04,0.55,0.76
-0.02,0.56,0.75
-0.03,0.56,0.77
-0.03,0.58,0.76
-0.03,0.58,0.76
-0.04,0.55,0.78
-0.04,0.53,0.78
-0.07,0.51,0.78
-0.07,0.51,0.76
-0.09,0.52,0.74
-0.11,0.52,0.77
-0.16,0.53,0.8
-0.17,0.52,0.78
-0.19,0.51,0.76
-0.2,0.51,0.76
-0.22,0.51,0.78
-0.23,0.5,0.8
-0.24,0.5,0.84
-0.23,0.48,0.84
-0.22,0.44,0.85
-0.22,0.4,0.86
-0.21,0.39,0.85
-0.2,0.38,0.85
-0.2,0.36,0.85
-0.18,0.38,0.84
-0.16,0.39,0.82
-0.15,0.41,0.81
-0.15,0.42,0.8
-0.12,0.41,0.76
-0.13,0.41,0.74
-0.13,0.4,0.73
-0.13,0.39,0.73
-0.13,0.39,0.7
-0.13,0.39,0.7
-0.14,0.4,0.69
-0.14,0.4,0.69
-0.14,0.4,0.71
-0.13,0.38,0.73
-0.16,0.34,0.78
-0.19,0.31,0.77
-0.22,0.26,0.72
-0.22,0.24,0.7
-0.15,0.23,0.65
-0.07,0.24,0.61
0.21,0.34,0.42
0.45,0.41,0.3
1.02,0.65,-0.09
1.01,0.82,-0.49
0.78,2.13,-1.62
0.28,3.45,-2.33
1.42,4.0,-2.52
0.13,4.0,-0.21
1.27,3.98,1.71
3.27,-4.0,0.79
