ax,ay,az
0.07,-1.06,-0.15
0.07,-1.06,-0.14
0.08,-1.05,-0.08
0.07,-1.05,-0.05
0.04,-1.0,0.01
0.03,-0.97,0.03
0.03,-0.95,0.04
0.04,-0.94,0.03
0.04,-0.94,-0.0
0.05,-0.93,-0.01
0.06,-0.95,-0.01
0.07,-0.97,-0.02
0.07,-0.97,-0.03
0.07,-0.97,-0.02
0.08,-1.0,-0.02
0.08,-1.0,-0.03
0.09,-1.01,-0.02
0.08,-1.01,-0.02
0.07,-1.02,-0.01
0.07,-1.02,0.0
0.08,-1.02,0.03
0.08,-1.03,0.03
0.1,-1.05,0.04
0.1,-1.05,0.04
0.1,-1.06,0.04
0.1,-1.09,0.05
0.11,-1.11,0.06
0.1,-1.13,0.06
0.1,-1.14,0.07
0.09,-1.14,0.09
0.09,-1.15,0.09
0.07,-1.17,0.1
0.07,-1.18,0.1
0.07,-1.19,0.09
0.07,-1.19,0.09
0.06,-1.2,0.09
0.07,-1.21,0.08
0.07,-1.22,0.08
0.07,-1.21,0.08
0.06,-1.19,0.08
0.06,-1.18,0.08
0.04,-1.15,0.06
0.03,-1.14,0.05
0.03,-1.13,0.05
0.02,-1.12,0.04
0.02,-1.08,0.01
0.01,-1.07,-0.01
0.0,-1.06,-0.02
-0.0,-1.05,-0.01
-0.02,-1.01,0.02
-0.01,-1.01,0.02
-0.01,-1.02,0.0
-0.01,-1.03,-0.01
-0.02,-1.02,-0.02
-0.03,-1.01,-0.02
-0.05,-0.98,-0.01
-0.05,-0.96,-0.01
-0.07,-0.94,0.01
-0.09,-0.93,0.03
-0.1,-0.93,0.04
-0.1,-0.92,0.03
-0.1,-0.91,0.02
-0.1,-0.9,0.01
-0.1,-0.91,-0.01
-0.1,-0.9,-0.03
-0.09,-0.9,-0.03
-0.09,-0.89,-0.03
-0.09,-0.89,-0.03
-0.09,-0.89,-0.05
-0.08,-0.9,-0.06
-0.07,-0.9,-0.08
-0.07,-0.89,-0.09
-0.08,-0.87,-0.09
-0.08,-0.86,-0.08
-0.08,-0.86,-0.08
-0.08,-0.85,-0.07
-0.08,-0.8,-0.05
-0.09,-0.77,-0.04
-0.12,-0.74,-0.03
-0.13,-0.73,-0.02
-0.14,-0.74,-0.02
-0.14,-0.73,-0.0
-0.15,-0.7,0.01
-0.15,-0.68,0.02
-0.15,-0.67,0.03
-0.15,-0.67,0.02
-0.14,-0.67,-0.01
-0.13,-0.67,-0.02
-0.11,-0.67,-0.03
-0.1,-0.69,-0.03
-0.08,-0.68,-0.01
-0.06,-0.58,0.01
-0.03,-0.52,0.01
0.19,-0.24,0.02
0.48,0.08,0.04
1.07,1.27,0.23
0.92,2.58,0.53
-1.02,4.0,0.37
-2.1,4.0,0.93
1.27,4.0,1.89
