ax,ay,az
0.1,-0.15,0.96
0.1,-0.14,0.95
0.1,-0.14,0.95
0.09,-0.14,0.96
0.1,-0.13,0.95
0.09,-0.12,0.94
0.09,-0.13,0.93
0.09,-0.12,0.94
0.1,-0.12,0.94
0.1,-0.12,0.94
0.11,-0.12,0.94
0.11,-0.12,0.94
0.11,-0.12,0.94
0.11,-0.13,0.95
0.11,-0.13,0.95
0.11,-0.13,0.96
0.12,-0.13,0.96
0.12,-0.13,0.96
0.12,-0.13,0.96
0.12,-0.13,0.96
0.12,-0.13,0.96
0.11,-0.13,0.95
0.11,-0.14,0.95
0.12,-0.14,0.95
0.11,-0.15,0.95
0.11,-0.15,0.95
0.11,-0.14,0.94
0.11,-0.14,0.93
0.11,-0.13,0.93
0.11,-0.13,0.93
0.1,-0.14,0.93
0.1,-0.13,0.92
0.09,-0.13,0.92
0.09,-0.13,0.92
0.08,-0.14,0.92
0.07,-0.15,0.92
0.07,-0.17,0.94
0.07,-0.18,0.96
0.08,-0.17,1.0
0.09,-0.16,1.02
0.1,-0.14,1.05
0.11,-0.14,1.06
0.12,-0.12,1.03
0.12,-0.12,1.01
0.13,-0.12,0.98
0.12,-0.11,0.95
0.13,-0.11,0.92
0.13,-0.11,0.91
0.13,-0.11,0.9
0.12,-0.11,0.9
0.13,-0.1,0.9
0.12,-0.11,0.91
0.1,-0.12,0.92
0.03,-0.14,0.92
-0.06,-0.16,0.91
-0.38,-0.23,0.86
-0.66,-0.41,0.88
-1.35,-0.42,1.0
-1.49,-0.33,1.03
-1.25,-0.05,1.09
-1.01,0.12,1.11
-0.53,0.25,1.01
-0.18,0.18,0.89
0.9,-0.1,0.64
1.5,-0.21,0.59
2.04,-0.27,1.17
2.03,-0.09,1.57
2.38,0.17,2.18
2.42,0.17,2.15
1.75,0.03,1.43
1.36,-0.09,0.91
0.77,-0.35,0.09
0.54,-0.47,-0.11
-0.23,-0.52,-0.17
-0.64,-0.4,-0.15
-0.83,-0.4,0.17
-0.67,-0.42,0.4
-0.56,-0.35,0.76
-0.49,-0.31,0.89
-0.4,-0.24,0.99
-0.2,-0.19,1.23
-0.08,-0.16,1.23
-0.02,-0.2,1.24
-0.01,-0.24,1.19
-0.04,-0.29,1.1
-0.03,-0.31,1.05
-0.03,-0.29,0.98
-0.02,-0.27,0.96
-0.01,-0.23,0.98
-0.0,-0.22,0.99
0.04,-0.24,0.99
0.05,-0.25,0.98
0.06,-0.25,0.96
0.08,-0.25,0.96
0.08,-0.24,0.96
0.08,-0.23,0.96
0.07,-0.2,0.92
0.07,-0.18,0.9
0.09,-0.16,0.89
0.09,-0.15,0.89
