ax,ay,az
-0.2,-1.1,0.11
-0.08,-1.15,-0.05
-0.06,-1.19,-0.11
-0.02,-1.19,-0.15
0.02,-1.16,-0.15
0.08,-1.1,-0.05
0.09,-1.05,0.0
0.05,-0.95,0.07
0.03,-0.92,0.09
0.01,-0.9,0.11
0.0,-0.89,0.11
0.0,-0.9,0.1
0.01,-0.89,0.09
0.02,-0.88,0.1
0.07,-0.9,0.15
0.09,-0.9,0.17
0.1,-0.89,0.2
0.11,-0.9,0.2
0.13,-0.95,0.24
0.13,-0.98,0.28
0.15,-1.03,0.4
0.15,-1.04,0.46
0.16,-1.07,0.55
0.17,-1.11,0.6
0.15,-1.16,0.72
0.17,-1.19,0.8
0.13,-1.19,0.91
0.11,-1.15,0.92
0.08,-1.11,0.91
0.09,-1.12,0.9
0.15,-1.15,0.86
0.18,-1.15,0.83
0.24,-1.15,0.76
0.24,-1.15,0.71
0.27,-1.11,0.59
0.28,-1.07,0.54
0.27,-0.91,0.46
0.26,-0.83,0.43
0.24,-0.72,0.38
0.24,-0.67,0.36
0.24,-0.58,0.33
0.26,-0.55,0.33
0.23,-0.53,0.34
0.21,-0.55,0.36
0.19,-0.56,0.38
0.17,-0.54,0.37
0.15,-0.53,0.37
0.13,-0.51,0.38
0.14,-0.5,0.38
0.15,-0.53,0.38
0.14,-0.53,0.38
0.16,-0.48,0.4
0.17,-0.44,0.41
0.22,-0.42,0.46
0.24,-0.44,0.5
0.23,-0.53,0.62
0.23,-0.55,0.67
0.2,-0.57,0.77
0.19,-0.58,0.83
0.17,-0.63,0.94
0.17,-0.66,0.97
0.12,-0.73,0.98
0.08,-0.74,0.97
0.03,-0.73,0.94
0.01,-0.73,0.94
0.01,-0.72,0.92
0.02,-0.72,0.91
0.06,-0.75,0.89
0.07,-0.77,0.89
0.1,-0.84,0.91
0.08,-0.86,0.92
-0.19,-0.83,0.94
-0.63,-0.82,0.98
-3.73,-0.98,1.43
-4.0,-1.21,1.75
-4.0,-1.08,1.91
-3.49,0.5,1.48
-3.8,1.52,0.73
-2.27,3.17,-0.28
0.14,3.9,-0.02
3.84,1.35,1.62
4.0,-1.94,2.8
4.0,-4.0,2.3
4.0,-4.0,0.46
4.0,-3.26,-0.88
3.69,-2.26,-0.9
2.25,-0.28,-0.74
1.41,0.5,-0.45
0.64,1.04,0.11
0.51,1.01,0.38
0.32,0.76,0.74
0.3,0.66,0.86
0.29,0.65,1.02
0.19,0.62,1.05
0.17,0.42,1.04
0.19,0.32,0.99
0.31,0.09,0.81
0.36,-0.01,0.73
0.42,-0.18,0.61
0.44,-0.22,0.57
