ax,ay,az
1.45,-0.02,0.36
1.32,0.01,0.89
1.24,0.04,1.0
1.24,0.1,0.93
1.26,0.11,0.87
1.1,0.2,0.74
1.0,0.26,0.7
0.86,0.3,0.62
0.8,0.3,0.6
0.71,0.27,0.61
0.7,0.24,0.61
0.61,0.19,0.7
0.59,0.19,0.72
0.56,0.17,0.77
0.54,0.17,0.76
0.54,0.17,0.76
0.55,0.19,0.77
0.56,0.19,0.79
0.57,0.2,0.84
0.58,0.2,0.85
0.58,0.21,0.84
0.58,0.2,0.85
0.57,0.22,0.83
0.57,0.24,0.82
0.57,0.24,0.8
0.57,0.23,0.79
0.56,0.21,0.77
0.56,0.2,0.76
0.54,0.19,0.76
0.53,0.19,0.77
0.51,0.19,0.77
0.51,0.18,0.77
0.49,0.15,0.77
0.48,0.15,0.78
0.46,0.14,0.83
0.44,0.14,0.85
0.41,0.12,0.9
0.4,0.1,0.93
0.4,0.05,0.92
0.4,0.03,0.9
0.4,0.0,0.86
0.4,0.0,0.86
0.41,0.01,0.89
0.41,0.02,0.92
0.4,0.02,0.96
0.39,0.02,0.97
0.4,0.02,0.96
0.4,0.0,0.98
0.4,-0.0,0.99
0.38,-0.01,1.01
0.37,-0.02,1.02
0.35,-0.05,1.0
0.35,-0.05,0.98
0.32,-0.05,0.98
0.3,-0.06,0.99
0.24,-0.08,1.01
0.21,-0.09,1.02
0.15,-0.12,1.03
0.12,-0.13,1.03
0.06,-0.17,1.0
0.03,-0.19,1.0
-0.0,-0.23,0.99
-0.01,-0.25,1.01
-0.02,-0.25,1.03
-0.03,-0.24,1.03
-0.03,-0.23,1.04
-0.03,-0.22,1.04
-0.02,-0.22,1.04
-0.01,-0.24,1.05
-0.01,-0.27,1.06
-0.02,-0.29,1.09
-0.07,-0.3,1.11
-0.13,-0.32,1.1
-0.39,-0.36,1.06
-0.64,-0.4,1.06
-1.74,-0.49,1.2
-2.4,-0.6,1.28
-2.58,-0.74,1.28
-1.35,-0.86,1.19
-0.8,-0.83,1.02
-0.04,-0.77,0.57
0.32,-0.67,0.43
0.92,-0.48,0.42
1.03,-0.4,0.54
0.95,-0.17,0.72
0.9,-0.08,0.77
0.91,0.02,0.78
0.93,0.04,0.76
0.88,0.05,0.7
0.82,0.04,0.67
0.7,0.02,0.65
0.65,0.01,0.66
0.6,0.0,0.71
0.58,0.0,0.77
0.5,-0.02,0.86
0.47,-0.04,0.88
0.44,-0.07,0.89
0.42,-0.09,0.9
0.4,-0.11,0.89
0.4,-0.12,0.89
