ax,ay,az
0.04,-0.92,0.37
0.01,-0.93,0.37
0.06,-0.93,0.37
0.09,-0.93,0.36
0.06,-0.91,0.38
0.01,-0.91,0.43
-0.13,-0.9,0.53
-0.24,-0.88,0.58
-0.33,-0.88,0.69
-0.33,-0.89,0.7
-0.31,-0.93,0.64
-0.3,-0.96,0.61
-0.34,-1.01,0.57
-0.36,-1.03,0.58
-0.42,-1.08,0.63
-0.44,-1.11,0.63
-0.42,-1.08,0.49
-0.4,-1.04,0.41
-0.41,-0.97,0.26
-0.42,-0.94,0.23
-0.48,-0.92,0.25
-0.51,-0.91,0.27
-0.59,-0.9,0.37
-0.6,-0.89,0.4
-0.65,-0.84,0.42
-0.65,-0.84,0.42
-0.62,-0.81,0.33
-0.61,-0.79,0.28
-0.6,-0.75,0.23
-0.59,-0.73,0.23
-0.66,-0.66,0.17
-0.69,-0.61,0.14
-0.74,-0.53,0.1
-0.77,-0.51,0.1
-0.78,-0.51,0.1
-0.83,-0.5,0.12
-0.82,-0.48,0.1
-0.81,-0.41,0.05
-0.81,-0.39,0.05
-0.83,-0.36,0.04
-0.83,-0.33,0.02
-0.82,-0.25,0.0
-0.81,-0.24,0.01
-0.8,-0.25,0.05
-0.8,-0.23,0.06
-0.81,-0.19,0.06
0.37,-0.93,0.03
0.37,-0.92,0.02
0.36,-0.92,0.02
0.36,-0.91,0.02
0.37,-0.9,0.03
0.37,-0.9,0.03
0.37,-0.9,0.03
0.38,-0.9,0.03
0.38,-0.9,0.03
0.39,-0.9,0.03
0.39,-0.91,0.03
0.39,-0.9,0.04
0.39,-0.9,0.05
0.39,-0.89,0.06
0.39,-0.89,0.06
0.4,-0.9,0.05
0.42,-0.91,0.04
0.58,-0.89,0.01
0.74,-0.86,0.0
1.13,-0.89,-0.01
1.35,-1.02,0.01
1.35,-1.09,0.09
0.86,-1.01,0.16
0.61,-0.86,0.19
-0.09,-0.58,0.19
-0.37,-0.49,0.18
-0.54,-0.5,0.16
-0.51,-0.6,0.15
-0.36,-0.85,0.06
-0.3,-0.97,-0.01
-0.16,-1.16,-0.11
-0.06,-1.25,-0.1
0.19,-1.35,-0.0
0.3,-1.34,0.07
0.47,-1.26,0.18
0.55,-1.23,0.21
0.62,-1.14,0.22
0.61,-1.07,0.22
0.58,-0.95,0.2
0.58,-0.91,0.18
0.52,-0.81,0.12
0.48,-0.78,0.11
0.43,-0.72,0.1
0.41,-0.72,0.1
0.37,-0.72,0.08
0.36,-0.73,0.07
0.37,-0.78,0.07
0.37,-0.79,0.07
0.37,-0.83,0.07
0.37,-0.85,0.06
0.37,-0.88,0.06
0.38,-0.89,0.06
0.39,-0.9,0.05
0.4,-0.9,0.04
