ax,ay,az
0.09,0.35,0.88
0.05,0.32,0.85
-0.01,0.26,0.84
-0.04,0.23,0.84
-0.05,0.21,0.74
-0.01,0.21,0.69
0.05,0.22,0.61
0.07,0.24,0.6
0.09,0.31,0.57
0.09,0.35,0.57
0.08,0.39,0.58
0.08,0.39,0.6
0.01,0.37,0.75
0.0,0.37,0.79
0.04,0.46,0.78
0.08,0.49,0.74
0.17,0.53,0.66
0.17,0.54,0.65
0.22,0.54,0.63
0.27,0.55,0.65
0.34,0.52,0.63
0.36,0.48,0.67
0.47,0.35,0.84
0.57,0.28,0.9
0.6,0.09,0.94
0.65,-0.07,0.93
0.68,-0.21,0.9
0.66,-0.44,0.92
0.61,-0.52,1.01
0.53,-0.5,1.2
0.48,-0.5,1.22
0.1,-0.43,1.24
-0.72,-0.67,0.21
-0.71,-0.73,0.24
-0.74,-0.77,0.3
-0.74,-0.74,0.3
-0.73,-0.72,0.29
-0.73,-0.7,0.28
-0.72,-0.7,0.28
-0.71,-0.71,0.3
-0.7,-0.69,0.33
-0.7,-0.69,0.37
-0.66,-0.63,0.41
-0.63,-0.62,0.41
-0.56,-0.62,0.45
-0.53,-0.66,0.5
-0.52,-0.75,0.6
-0.47,-0.77,0.65
-0.46,-0.79,0.71
-0.38,-0.77,0.78
-0.34,-0.75,0.82
-0.31,-0.67,0.86
-0.28,-0.61,0.85
-0.19,-0.52,0.85
-0.15,-0.52,0.88
-0.12,-0.5,0.91
-0.08,-0.46,0.86
-0.02,-0.45,0.79
0.01,-0.44,0.76
0.07,-0.4,0.75
0.1,-0.39,0.77
0.14,-0.4,0.82
0.16,-0.39,0.83
0.17,-0.39,0.84
0.18,-0.39,0.81
0.25,-0.4,0.74
0.27,-0.39,0.72
0.3,-0.39,0.78
0.31,-0.38,0.79
0.32,-0.36,0.85
0.32,-0.36,0.87
0.31,-0.35,0.9
0.28,-0.34,0.94
0.25,-0.31,0.97
0.24,-0.31,0.97
0.26,-0.3,0.95
0.27,-0.3,0.95
0.28,-0.37,0.97
0.31,-0.37,0.96
0.33,-0.4,0.93
0.37,-0.44,0.88
0.39,-0.46,0.85
0.45,-0.49,0.83
0.5,-0.49,0.82
2.4,-3.48,-0.46
0.95,-2.76,-0.29
-0.11,-1.6,0.21
-2.1,0.26,1.22
-3.02,0.83,1.64
-3.04,1.07,1.73
-2.59,0.84,1.29
-2.18,0.6,0.13
-2.2,0.65,-0.2
-2.08,0.87,-0.01
-1.75,0.93,0.26
-1.15,0.68,0.69
-0.98,0.39,0.67
-0.8,-0.19,0.38
-0.73,-0.43,0.24
-0.62,-0.73,0.03
