ax,ay,az
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.52
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.52
-0.03,0.84,0.52
-0.03,0.83,0.52
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.52
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.02,0.83,0.54
-0.02,0.83,0.54
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.03,0.83,0.53
-0.04,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.54
-0.02,0.82,0.55
-0.02,0.82,0.55
-0.03,0.82,0.55
-0.03,0.83,0.54
-0.03,0.83,0.52
-0.03,0.83,0.52
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.82,0.54
-0.03,0.82,0.54
-0.03,0.83,0.54
-0.03,0.82,0.54
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.82,0.54
-0.03,0.83,0.54
-0.03,0.82,0.54
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.54
-0.03,0.83,0.53
-0.03,0.83,0.52
-0.03,0.83,0.52
-0.03,0.83,0.51
-0.03,0.83,0.51
-0.02,0.83,0.52
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.82,0.54
-0.03,0.83,0.54
-0.03,0.83,0.53
-0.02,0.83,0.54
-0.03,0.83,0.54
-0.03,0.82,0.54
-0.03,0.83,0.54
-0.03,0.83,0.54
-0.03,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.02,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.54
-0.03,0.83,0.54
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.02,0.83,0.53
-0.03,0.83,0.52
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.03,0.83,0.53
-0.02,0.81,0.52
-0.05,0.88,0.54
