ax,ay,az
-0.2,0.01,0.96
-0.19,0.01,0.96
-0.19,0.01,0.96
-0.2,0.01,0.96
-0.2,0.01,0.96
-0.19,0.01,0.96
-0.21,0.01,0.96
-0.21,0.01,0.96
-0.21,0.01,0.97
-0.21,0.01,0.96
-0.21,0.01,0.96
-0.22,0.01,0.96
-0.22,0.01,0.96
-0.23,0.01,0.95
-0.22,0.01,0.95
-0.22,0.01,0.96
-0.23,0.0,0.96
-0.23,0.01,0.95
-0.23,0.01,0.96
-0.24,0.01,0.95
-0.24,0.01,0.95
-0.24,0.01,0.95
-0.24,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.96
-0.26,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.95
-0.26,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.95
-0.25,0.01,0.95
-0.26,0.01,0.95
-0.26,0.01,0.95
-0.26,0.01,0.95
-0.26,0.01,0.94
-0.26,0.01,0.95
-0.26,0.01,0.95
-0.26,0.01,0.95
-0.26,0.01,0.96
-0.26,0.01,0.95
-0.26,0.01,0.95
-0.26,0.01,0.95
-0.27,0.01,0.95
-0.27,0.01,0.95
-0.27,0.01,0.94
-0.27,0.01,0.94
-0.27,0.01,0.95
-0.27,0.01,0.95
-0.27,0.01,0.95
-0.28,0.01,0.95
-0.28,0.01,0.94
-0.28,0.01,0.94
-0.27,0.01,0.94
-0.28,0.0,0.95
-0.29,0.01,0.94
-0.29,0.01,0.94
-0.29,0.01,0.94
-0.27,0.01,0.95
-0.28,0.01,0.94
-0.29,0.01,0.94
-0.29,0.01,0.94
-0.28,0.01,0.95
-0.29,0.01,0.94
-0.29,0.01,0.94
-0.28,0.01,0.94
-0.28,0.01,0.95
-0.29,0.01,0.95
-0.29,0.01,0.95
-0.29,0.01,0.95
-0.3,0.01,0.93
-0.3,0.01,0.93
-0.28,0.01,0.95
-0.29,0.01,0.95
-0.31,0.01,0.94
-0.32,0.01,0.93
-0.3,0.01,0.93
-0.29,0.01,0.94
-0.3,0.0,0.94
-0.31,0.0,0.93
-0.3,0.01,0.94
-0.31,0.01,0.94
-0.32,0.01,0.93
-0.32,0.0,0.93
-0.32,0.0,0.93
-0.31,0.0,0.94
-0.3,0.01,0.94
-0.31,0.01,0.94
-0.32,0.01,0.93
-0.32,0.01,0.93
-0.33,0.01,0.93
-0.32,0.01,0.93
-0.32,0.01,0.94
-0.33,0.01,0.92
-0.33,0.01,0.94
-0.33,0.0,0.93
-0.33,0.01,0.93
-0.33,0.01,0.94
-0.33,0.01,0.93
-0.33,0.01,0.93
-0.34,0.01,0.92
-0.34,0.01,0.93
-0.34,0.01,0.93
-0.34,0.01,0.93
-0.34,0.01,0.93
-0.34,0.01,0.93
-0.34,0.01,0.92
-0.34,0.01,0.93
-0.34,0.01,0.93
-0.35,0.01,0.93
-0.35,0.01,0.92
-0.35,0.01,0.92
-0.34,0.01,0.93
-0.35,0.01,0.92
-0.35,0.01,0.92
-0.35,0.01,0.93
-0.35,0.01,0.93
-0.35,0.01,0.92
-0.35,0.01,0.92
-0.35,0.01,0.93
-0.35,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.36,0.01,0.92
-0.37,0.01,0.92
-0.37,0.01,0.92
-0.37,0.01,0.92
-0.37,0.01,0.91
-0.37,0.01,0.92
-0.37,0.01,0.92
-0.37,0.01,0.92
-0.38,0.01,0.91
-0.38,0.01,0.91
-0.37,0.01,0.91
-0.39,0.01,0.91
-0.38,0.01,0.92
-0.38,0.01,0.92
-0.39,0.01,0.91
-0.39,0.01,0.91
-0.39,0.01,0.91
