ax,ay,az
-0.85,0.36,0.41
-0.85,0.36,0.41
-0.86,0.36,0.42
-0.86,0.36,0.42
-0.85,0.35,0.42
-0.85,0.34,0.41
-0.87,0.34,0.41
-0.87,0.33,0.41
-0.87,0.33,0.42
-0.87,0.33,0.42
-0.86,0.33,0.42
-0.88,0.32,0.43
-0.88,0.31,0.44
-0.88,0.31,0.44
-0.86,0.32,0.41
-0.87,0.32,0.4
-0.87,0.31,0.4
-0.87,0.31,0.42
-0.88,0.31,0.43
-0.87,0.3,0.43
-0.87,0.31,0.41
-0.87,0.31,0.41
-0.88,0.3,0.43
-0.88,0.28,0.43
-0.88,0.29,0.43
-0.88,0.29,0.43
-0.88,0.29,0.43
-0.88,0.29,0.42
-0.89,0.28,0.42
-0.89,0.27,0.43
-0.88,0.28,0.43
-0.88,0.29,0.42
-0.87,0.28,0.42
-0.87,0.28,0.42
-0.88,0.27,0.42
-0.88,0.27,0.42
-0.89,0.27,0.43
-0.89,0.27,0.43
-0.88,0.27,0.42
-0.9,0.26,0.42
-0.9,0.26,0.43
-0.89,0.26,0.43
-0.89,0.26,0.42
-0.89,0.26,0.42
-0.89,0.26,0.41
-0.89,0.26,0.42
-0.88,0.26,0.42
-0.89,0.26,0.42
-0.89,0.26,0.42
-0.89,0.25,0.42
-0.89,0.26,0.42
-0.89,0.26,0.42
-0.89,0.25,0.42
-0.9,0.25,0.42
-0.9,0.25,0.42
-0.89,0.25,0.42
-0.89,0.24,0.41
-0.89,0.25,0.41
-0.91,0.24,0.42
-0.9,0.23,0.42
-0.9,0.23,0.42
-0.9,0.23,0.42
-0.9,0.24,0.41
-0.91,0.23,0.42
-0.9,0.23,0.43
-0.89,0.24,0.42
-0.89,0.24,0.41
-0.89,0.24,0.41
-0.89,0.24,0.41
-0.89,0.23,0.41
-0.91,0.23,0.42
-0.91,0.22,0.42
-0.91,0.23,0.42
-0.91,0.22,0.41
-0.91,0.22,0.42
-0.91,0.23,0.42
-0.9,0.23,0.41
-0.9,0.23,0.41
-0.91,0.23,0.42
-0.9,0.24,0.41
-0.9,0.24,0.4
-0.9,0.24,0.41
-0.9,0.23,0.41
-0.9,0.23,0.41
-0.91,0.23,0.41
-0.9,0.23,0.41
-0.9,0.24,0.4
-0.9,0.24,0.41
-0.91,0.24,0.42
-0.91,0.23,0.42
-0.9,0.23,0.41
-0.9,0.23,0.4
-0.9,0.23,0.41
-0.9,0.23,0.42
-0.9,0.23,0.42
-0.9,0.23,0.42
-0.9,0.23,0.41
-0.9,0.23,0.41
-0.9,0.23,0.42
-0.9,0.23,0.42
-0.9,0.24,0.4
-0.9,0.24,0.4
-0.9,0.24,0.41
-0.91,0.23,0.42
-0.9,0.24,0.41
-0.9,0.23,0.4
-0.91,0.23,0.41
-0.91,0.23,0.41
-0.91,0.23,0.41
-0.9,0.23,0.41
-0.9,0.24,0.4
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.4
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.91,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.89,0.25,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.25,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
-0.9,0.25,0.41
-0.9,0.24,0.4
-0.91,0.24,0.41
-0.9,0.24,0.41
-0.9,0.24,0.4
-0.9,0.25,0.41
-0.9,0.24,0.41
-0.9,0.24,0.41
