ax,ay,az
0.03,0.39,1.01
0.02,0.37,1.0
0.02,0.37,1.0
0.02,0.38,0.98
0.01,0.38,0.98
0.01,0.38,0.95
0.01,0.39,0.94
-0.01,0.4,0.93
-0.01,0.4,0.92
-0.02,0.39,0.92
-0.03,0.39,0.91
-0.04,0.4,0.92
-0.05,0.41,0.93
-0.05,0.41,0.94
-0.06,0.4,0.95
-0.06,0.4,0.96
-0.07,0.39,0.96
-0.08,0.39,0.96
-0.09,0.4,0.96
-0.09,0.4,0.96
-0.1,0.41,0.97
-0.11,0.41,0.97
-0.11,0.4,0.96
-0.12,0.4,0.93
-0.13,0.4,0.93
-0.14,0.38,0.91
-0.15,0.38,0.9
-0.17,0.38,0.89
-0.19,0.4,0.87
-0.2,0.41,0.86
-0.23,0.42,0.85
-0.23,0.42,0.85
-0.26,0.41,0.86
-0.26,0.4,0.86
-0.28,0.37,0.86
-0.29,0.37,0.85
-0.31,0.35,0.86
-0.32,0.34,0.87
-0.34,0.34,0.86
-0.34,0.34,0.85
-0.36,0.33,0.86
-0.37,0.33,0.86
-0.39,0.32,0.84
-0.4,0.31,0.83
-0.43,0.29,0.8
-0.45,0.28,0.79
-0.49,0.26,0.78
-0.51,0.25,0.79
-0.54,0.25,0.82
-0.55,0.24,0.82
-0.56,0.26,0.83
-0.56,0.27,0.82
-0.59,0.27,0.76
-0.59,0.25,0.73
-0.6,0.25,0.67
-0.61,0.25,0.66
-0.62,0.24,0.63
-0.63,0.23,0.62
-0.63,0.23,0.61
-0.65,0.23,0.6
-0.66,0.23,0.6
-0.67,0.22,0.58
-0.68,0.22,0.57
-0.69,0.22,0.56
-0.69,0.22,0.55
-0.7,0.2,0.53
-0.7,0.2,0.53
-0.7,0.18,0.51
-0.71,0.17,0.5
-0.72,0.15,0.48
-0.73,0.13,0.46
-0.75,0.1,0.43
-0.77,0.07,0.42
-0.77,0.05,0.44
-0.78,0.05,0.44
-0.8,0.07,0.43
-0.82,0.08,0.42
-0.83,0.08,0.4
-0.84,0.08,0.39
-0.85,0.04,0.37
-0.85,0.02,0.36
-0.87,0.01,0.35
-0.88,0.01,0.35
-0.89,-0.02,0.33
-0.89,-0.03,0.33
-0.89,-0.06,0.33
-0.89,-0.08,0.33
-0.89,-0.08,0.31
-0.89,-0.08,0.3
-0.9,-0.09,0.3
-0.9,-0.11,0.3
-0.91,-0.12,0.31
-0.91,-0.14,0.3
-0.91,-0.14,0.3
-0.92,-0.18,0.29
-0.93,-0.19,0.27
-0.94,-0.2,0.27
-0.95,-0.2,0.27
-0.96,-0.23,0.26
-0.96,-0.25,0.25
