ax,ay,az
0.34,0.96,-0.16
0.39,0.93,-0.14
0.39,0.91,-0.13
0.42,0.85,-0.13
0.44,0.84,-0.06
0.46,0.86,-0.01
0.5,0.91,-0.03
0.45,1.02,-0.17
0.46,1.01,-0.15
0.39,0.87,-0.04
0.4,0.74,0.03
0.46,0.63,0.2
0.43,0.72,0.16
0.56,0.87,0.02
0.57,0.91,-0.01
0.58,0.88,0.01
0.58,0.81,0.04
0.53,0.65,0.08
0.54,0.57,0.08
0.47,0.67,-0.02
0.44,0.77,-0.13
0.58,0.81,-0.11
0.62,0.79,-0.03
0.71,0.69,0.38
0.53,0.73,0.57
0.38,0.75,0.57
0.39,0.74,0.51
0.39,0.94,0.38
0.42,0.98,0.36
0.45,0.85,0.4
0.46,0.75,0.47
0.43,0.66,0.58
0.38,0.48,0.59
0.39,0.47,0.55
0.32,0.63,0.45
0.35,0.71,0.43
0.3,0.81,0.47
0.3,0.8,0.51
0.3,0.7,0.61
0.29,0.62,0.63
0.29,0.5,0.63
0.29,0.44,0.64
0.28,0.38,0.71
0.3,0.41,0.74
0.32,0.41,0.82
0.33,0.38,0.85
0.29,0.35,0.86
0.26,0.31,0.84
0.23,0.29,0.86
0.21,0.32,0.91
0.17,0.42,0.97
0.15,0.47,0.98
0.11,0.51,0.95
0.09,0.5,0.93
0.06,0.5,0.86
0.05,0.48,0.85
-0.0,0.43,0.86
-0.02,0.43,0.89
-0.04,0.47,0.9
-0.04,0.47,0.9
-0.08,0.47,0.89
-0.08,0.47,0.84
-0.08,0.46,0.82
-0.11,0.42,0.85
-0.1,0.42,0.85
-0.08,0.43,0.86
-0.08,0.42,0.9
-0.11,0.39,0.94
-0.14,0.37,0.94
-0.19,0.34,0.88
-0.21,0.32,0.89
-0.19,0.29,0.89
-0.15,0.27,0.91
-0.16,0.26,0.96
-0.17,0.27,0.94
-0.24,0.23,0.94
-0.23,0.19,0.93
-0.25,0.12,0.93
-0.26,0.1,0.92
-0.22,0.08,0.91
-0.19,0.08,0.89
-0.26,0.1,0.91
-0.29,0.09,0.91
-0.35,0.09,0.86
-0.34,0.06,0.86
-0.3,0.02,0.85
-0.22,-0.02,0.85
-0.19,-0.03,0.78
-0.19,-0.03,0.69
-0.33,-0.03,0.62
-0.34,-0.05,0.62
-0.44,-0.07,0.66
-0.49,-0.09,0.7
-0.51,-0.12,0.79
-0.56,-0.15,0.81
-0.55,-0.18,0.82
-0.53,-0.31,0.79
-0.57,-0.33,0.78
-0.58,-0.39,0.8
-0.58,-0.4,0.82
