ax,ay,az
-0.1,0.13,0.97
-0.1,0.12,0.98
-0.1,0.12,0.98
-0.1,0.12,0.98
-0.1,0.12,0.98
-0.1,0.12,0.98
-0.12,0.13,0.98
-0.14,0.12,1.0
-0.14,0.12,1.03
-0.17,0.14,1.03
-0.17,0.14,1.01
-0.16,0.15,0.96
-0.16,0.15,0.93
-0.14,0.17,0.9
-0.14,0.18,0.9
-0.13,0.19,0.88
-0.13,0.2,0.9
-0.13,0.2,0.95
-0.11,0.19,0.95
-0.11,0.18,0.96
-0.11,0.16,0.98
-0.11,0.16,0.98
-0.1,0.14,0.97
-0.11,0.15,0.94
-0.12,0.16,0.94
-0.12,0.16,0.92
-0.11,0.17,0.93
-0.11,0.21,0.97
-0.11,0.22,0.98
-0.1,0.23,0.97
-0.09,0.22,0.94
-0.08,0.2,0.9
-0.09,0.18,0.87
-0.1,0.2,0.86
-0.09,0.2,0.87
-0.08,0.19,0.88
-0.07,0.18,0.93
-0.06,0.17,0.93
-0.07,0.15,0.92
-0.07,0.16,0.92
-0.08,0.19,0.94
-0.08,0.19,0.94
-0.05,0.15,0.92
-0.05,0.13,0.92
-0.08,0.12,0.93
-0.07,0.13,0.95
-0.06,0.12,1.01
-0.07,0.13,1.01
-0.06,0.16,0.99
-0.05,0.16,0.97
-0.04,0.16,0.93
-0.05,0.16,0.94
-0.05,0.19,0.98
-0.03,0.2,1.0
-0.02,0.21,1.02
-0.01,0.2,1.01
-0.02,0.2,1.0
-0.02,0.2,0.99
-0.03,0.19,1.0
-0.04,0.21,1.0
-0.04,0.21,1.01
-0.05,0.23,1.03
-0.05,0.24,1.03
-0.05,0.21,1.02
-0.05,0.21,1.01
-0.04,0.22,1.02
-0.03,0.22,1.04
-0.03,0.21,1.05
-0.03,0.19,1.05
-0.04,0.18,1.04
-0.04,0.18,1.02
-0.05,0.15,1.01
-0.06,0.14,1.02
-0.07,0.12,1.03
-0.07,0.12,1.05
-0.09,0.13,1.05
-0.09,0.13,1.06
-0.1,0.13,1.06
-0.1,0.13,1.05
-0.12,0.12,1.01
-0.13,0.12,1.0
-0.15,0.12,0.95
-0.15,0.11,0.94
-0.15,0.1,0.95
-0.15,0.09,0.93
-0.14,0.06,0.95
-0.13,0.06,0.97
-0.16,0.06,1.0
-0.17,0.09,0.99
-0.16,0.1,0.99
-0.17,0.13,0.97
-0.16,0.13,0.95
-0.16,0.13,0.93
-0.16,0.14,0.93
-0.15,0.15,0.95
-0.16,0.15,0.97
-0.16,0.17,0.98
-0.16,0.16,0.98
-0.17,0.17,0.97
-0.17,0.18,0.97
