ax,ay,az
-0.16,-0.55,0.75
-0.16,-0.54,0.75
-0.17,-0.52,0.76
-0.18,-0.44,0.78
-0.18,-0.42,0.8
-0.2,-0.45,0.81
-0.18,-0.48,0.8
-0.18,-0.5,0.8
-0.17,-0.49,0.84
-0.19,-0.43,0.91
-0.19,-0.4,0.91
-0.17,-0.37,0.87
-0.15,-0.34,0.86
-0.12,-0.34,0.88
-0.1,-0.36,0.86
-0.04,-0.36,0.79
0.01,-0.37,0.8
0.09,-0.39,0.83
0.12,-0.37,0.86
0.16,-0.38,0.9
0.18,-0.4,0.85
0.19,-0.39,0.76
0.19,-0.37,0.7
0.23,-0.31,0.66
0.24,-0.29,0.7
0.27,-0.3,0.86
0.25,-0.27,0.9
0.27,-0.28,0.78
0.28,-0.27,0.71
0.3,-0.23,0.67
0.32,-0.22,0.66
0.33,-0.23,0.72
0.35,-0.25,0.79
0.35,-0.25,0.82
0.37,-0.23,0.82
0.36,-0.21,0.78
0.39,-0.15,0.73
0.42,-0.12,0.75
0.44,-0.08,0.89
0.47,-0.07,0.9
0.49,-0.08,0.92
0.49,-0.07,0.91
0.5,0.01,0.86
0.52,0.05,0.84
0.55,0.1,0.8
0.59,0.12,0.83
0.6,0.16,0.88
0.61,0.17,0.87
0.62,0.19,0.82
0.65,0.18,0.82
0.64,0.24,0.81
0.66,0.27,0.79
0.65,0.26,0.72
0.65,0.28,0.69
0.68,0.33,0.65
0.7,0.32,0.66
0.73,0.29,0.62
0.74,0.29,0.63
0.73,0.27,0.62
0.72,0.27,0.61
0.71,0.28,0.58
0.72,0.28,0.57
0.75,0.27,0.57
0.75,0.27,0.56
0.74,0.26,0.53
0.76,0.2,0.45
0.75,0.18,0.46
0.74,0.27,0.48
0.74,0.31,0.45
0.78,0.3,0.42
0.8,0.3,0.43
0.76,0.34,0.49
0.74,0.39,0.53
0.72,0.46,0.56
0.73,0.48,0.56
0.76,0.45,0.52
0.8,0.42,0.5
0.85,0.4,0.44
0.83,0.44,0.4
0.76,0.49,0.4
0.74,0.48,0.44
0.82,0.43,0.47
0.8,0.43,0.45
0.81,0.45,0.39
0.83,0.48,0.36
0.86,0.53,0.35
0.82,0.55,0.34
0.8,0.53,0.33
0.81,0.51,0.32
0.8,0.48,0.33
0.79,0.48,0.33
0.75,0.53,0.31
0.74,0.55,0.29
0.74,0.51,0.28
0.75,0.52,0.26
0.78,0.5,0.24
0.77,0.45,0.27
0.75,0.46,0.24
0.77,0.45,0.19
0.77,0.46,0.17
