ax,ay,az
0.12,-1.04,0.19
0.13,-1.06,0.19
0.12,-1.06,0.19
0.11,-1.05,0.17
0.1,-1.05,0.17
0.09,-1.04,0.18
0.09,-1.04,0.19
0.08,-1.04,0.2
0.06,-1.02,0.22
0.04,-1.01,0.21
0.03,-1.03,0.16
0.01,-1.06,0.13
0.01,-1.09,0.08
0.0,-1.12,0.09
0.01,-1.17,0.1
0.0,-1.18,0.11
0.02,-1.18,0.15
0.01,-1.18,0.18
0.01,-1.19,0.22
0.0,-1.18,0.22
-0.01,-1.17,0.24
-0.01,-1.15,0.25
-0.01,-1.11,0.29
-0.02,-1.09,0.33
-0.05,-1.07,0.32
-0.07,-1.03,0.29
-0.13,-0.96,0.25
-0.15,-0.92,0.26
-0.2,-0.89,0.3
-0.21,-0.9,0.31
-0.24,-0.91,0.34
-0.25,-0.9,0.34
-0.28,-0.87,0.36
-0.29,-0.88,0.35
-0.32,-0.89,0.36
-0.33,-0.89,0.37
-0.35,-0.87,0.36
-0.38,-0.86,0.39
-0.39,-0.83,0.41
-0.41,-0.8,0.4
-0.42,-0.8,0.38
-0.44,-0.82,0.39
-0.45,-0.81,0.38
-0.49,-0.75,0.35
-0.51,-0.71,0.34
-0.54,-0.64,0.33
-0.55,-0.61,0.33
-0.6,-0.54,0.35
-0.61,-0.51,0.37
-0.63,-0.45,0.36
-0.65,-0.44,0.38
-0.68,-0.39,0.36
-0.68,-0.37,0.37
-0.7,-0.32,0.37
-0.72,-0.3,0.38
-0.73,-0.26,0.41
-0.74,-0.23,0.42
-0.75,-0.21,0.42
-0.77,-0.21,0.41
-0.8,-0.2,0.42
-0.81,-0.17,0.42
-0.82,-0.09,0.43
-0.82,-0.06,0.44
-0.83,-0.04,0.46
-0.84,-0.04,0.44
-0.86,-0.05,0.38
-0.86,-0.05,0.35
-0.86,-0.04,0.33
-0.87,-0.03,0.31
-0.88,-0.0,0.31
-0.91,0.04,0.29
-0.92,0.05,0.28
-0.92,0.1,0.26
-0.91,0.11,0.27
-0.92,0.14,0.27
-0.92,0.16,0.26
-0.92,0.17,0.25
-0.92,0.18,0.26
-0.92,0.23,0.26
-0.92,0.26,0.27
-0.91,0.31,0.28
-0.91,0.33,0.3
-0.9,0.34,0.28
-0.89,0.35,0.27
-0.9,0.37,0.26
-0.9,0.38,0.27
-0.9,0.41,0.27
-0.91,0.41,0.27
-0.91,0.42,0.25
-0.93,0.42,0.24
-0.92,0.42,0.23
-0.92,0.41,0.23
-0.92,0.4,0.24
-0.94,0.4,0.25
-0.94,0.39,0.26
-0.95,0.38,0.24
-0.94,0.38,0.22
-0.93,0.36,0.22
-0.94,0.36,0.22
-0.92,0.37,0.22
