ax,ay,az
0.04,-1.03,-0.07
0.11,-1.13,0.04
0.1,-1.14,0.1
0.13,-1.08,0.13
0.15,-1.06,0.12
0.14,-1.01,0.1
0.12,-0.98,0.08
0.1,-0.93,0.0
0.07,-0.86,-0.01
0.09,-0.87,-0.01
0.15,-0.83,-0.01
0.19,-0.8,-0.01
0.27,-0.87,0.06
0.29,-0.99,0.12
0.3,-1.12,0.21
0.32,-1.15,0.21
0.31,-1.17,0.14
0.32,-1.15,0.08
0.31,-1.15,0.02
0.31,-1.14,0.03
0.36,-1.14,0.03
0.35,-1.13,0.07
0.35,-1.07,0.12
0.35,-1.05,0.13
0.34,-1.02,0.11
0.32,-0.98,0.1
0.3,-0.94,0.09
0.3,-0.93,0.09
0.32,-0.94,0.1
0.31,-0.94,0.11
0.31,-0.94,0.13
0.31,-0.94,0.14
0.31,-0.91,0.13
0.31,-0.9,0.14
0.31,-0.91,0.14
0.31,-0.9,0.13
0.32,-0.9,0.13
0.32,-0.9,0.14
0.33,-0.92,0.15
0.32,-0.92,0.15
0.32,-0.92,0.15
0.33,-0.93,0.15
0.33,-0.94,0.14
0.33,-0.94,0.14
0.33,-0.93,0.13
0.33,-0.94,0.12
0.33,-0.95,0.12
0.33,-0.96,0.12
0.32,-0.96,0.13
0.32,-0.96,0.12
0.32,-0.96,0.12
0.32,-0.99,0.12
0.32,-0.99,0.12
0.32,-0.98,0.12
0.32,-0.98,0.12
0.31,-0.96,0.12
0.32,-0.96,0.12
0.32,-0.95,0.12
0.31,-0.94,0.11
0.31,-0.91,0.11
0.31,-0.89,0.12
0.3,-0.87,0.12
0.3,-0.86,0.12
0.31,-0.86,0.11
0.3,-0.86,0.1
0.3,-0.86,0.1
0.3,-0.86,0.1
0.31,-0.86,0.1
0.31,-0.88,0.1
0.32,-0.89,0.1
0.32,-0.89,0.09
0.32,-0.9,0.08
0.31,-0.91,0.08
0.32,-0.94,0.08
0.4,-1.16,0.01
0.62,-1.47,-0.04
1.52,-2.89,-0.05
1.72,-4.0,-0.14
1.21,-4.0,-1.33
1.11,-4.0,-2.12
1.53,-3.65,-1.7
1.59,-1.87,-0.81
1.3,2.09,0.33
1.27,4.0,0.92
-0.16,4.0,1.45
-0.46,4.0,0.64
-0.45,4.0,-0.13
-0.31,2.9,-0.13
0.71,-0.92,0.27
1.14,-2.74,0.36
0.38,-3.6,-0.05
-0.03,-3.52,-0.26
-0.23,-3.12,-0.51
-0.21,-2.64,-0.5
-0.16,-1.49,-0.19
-0.12,-0.97,0.06
-0.17,-0.43,0.18
-0.17,-0.41,0.16
-0.09,-0.6,0.12
-0.02,-0.7,0.1
