ax,ay,az
0.32,-1.67,-0.06
0.24,-1.53,-0.01
0.24,-1.47,0.05
0.25,-1.43,0.15
0.26,-1.37,0.16
0.27,-1.34,0.16
0.28,-1.27,0.11
0.28,-1.24,0.09
0.28,-1.14,0.07
0.27,-1.11,0.07
0.21,-1.05,0.08
0.23,-1.03,0.08
0.17,-0.98,0.11
0.16,-0.96,0.11
0.11,-0.96,0.09
0.08,-0.96,0.08
0.02,-0.96,0.09
0.0,-0.95,0.1
-0.03,-0.92,0.15
-0.03,-0.91,0.18
-0.03,-0.9,0.22
-0.03,-0.9,0.22
-0.02,-0.95,0.22
-0.01,-0.97,0.2
-0.01,-0.99,0.13
-0.02,-0.99,0.09
-0.03,-1.0,0.01
-0.04,-1.0,-0.03
-0.06,-0.96,-0.11
-0.07,-0.94,-0.14
-0.08,-0.88,-0.19
-0.08,-0.86,-0.2
-0.08,-0.83,-0.22
-0.08,-0.83,-0.23
-0.08,-0.83,-0.23
-0.06,-0.83,-0.22
-0.06,-0.84,-0.22
-0.05,-0.84,-0.19
-0.06,-0.84,-0.17
-0.08,-0.84,-0.2
-0.09,-0.85,-0.22
-0.09,-0.88,-0.23
-0.08,-0.88,-0.22
-0.07,-0.93,-0.08
-0.04,-0.97,0.02
0.0,-1.02,0.24
0.01,-1.03,0.33
0.02,-1.07,0.47
0.01,-1.07,0.52
0.0,-1.05,0.6
-0.0,-1.02,0.62
-0.02,-0.96,0.64
-0.02,-0.95,0.64
-0.02,-0.95,0.62
-0.01,-0.95,0.59
-0.0,-0.99,0.51
0.0,-1.01,0.47
-0.0,-1.02,0.37
-0.01,-1.0,0.33
-0.02,-0.95,0.26
-0.02,-0.93,0.23
-0.01,-0.87,0.17
-0.01,-0.87,0.14
0.01,-0.89,0.11
0.01,-0.9,0.1
0.01,-0.92,0.09
0.01,-0.91,0.1
0.01,-0.9,0.12
0.02,-0.89,0.17
0.02,-0.88,0.21
0.03,-0.9,0.29
0.03,-0.91,0.35
0.05,-0.92,0.44
0.05,-0.93,0.48
0.04,-0.92,0.52
0.03,-0.91,0.52
0.01,-0.92,0.5
0.01,-0.95,0.49
0.01,-0.99,0.46
0.01,-0.99,0.46
0.0,-0.98,0.47
0.0,-0.96,0.48
-0.01,-0.93,0.5
-0.01,-0.93,0.52
-0.02,-0.94,0.55
-0.03,-0.97,0.56
-0.11,-1.08,0.37
-0.18,-1.28,0.05
-0.35,-3.24,-1.23
0.01,-4.0,-2.09
0.25,-4.0,-3.62
0.47,-4.0,-4.0
2.45,-4.0,-3.42
3.68,-2.75,-3.32
4.0,4.0,-1.59
4.0,4.0,0.18
3.66,4.0,3.15
2.33,4.0,3.86
1.64,4.0,3.87
1.29,-0.61,3.15
