ax,ay,az
0.04,-0.98,0.43
0.05,-0.99,0.43
0.04,-0.98,0.42
0.04,-0.98,0.42
0.04,-0.98,0.41
0.04,-0.98,0.39
0.04,-0.98,0.38
0.05,-1.0,0.36
0.05,-1.01,0.35
0.04,-1.01,0.31
0.03,-1.0,0.3
0.02,-1.0,0.28
0.02,-0.99,0.27
0.02,-0.98,0.24
0.01,-0.98,0.23
0.01,-0.98,0.21
0.01,-0.97,0.21
0.0,-0.96,0.21
0.01,-0.95,0.21
0.01,-0.94,0.22
0.01,-0.94,0.23
0.01,-0.93,0.25
0.02,-0.93,0.25
0.03,-0.95,0.26
0.03,-0.95,0.26
0.06,-0.97,0.27
0.04,-0.97,0.29
0.04,-0.97,0.31
0.04,-0.95,0.32
0.04,-0.94,0.32
0.04,-0.92,0.33
0.04,-0.92,0.34
0.05,-0.92,0.34
0.05,-0.93,0.35
0.05,-0.93,0.36
0.05,-0.94,0.36
0.06,-0.96,0.37
0.06,-0.96,0.37
0.06,-0.97,0.38
0.06,-0.97,0.38
0.06,-0.98,0.38
0.06,-0.99,0.38
0.06,-0.99,0.39
0.06,-0.99,0.39
0.04,-0.96,0.36
0.04,-0.95,0.35
0.03,-0.92,0.34
0.02,-0.92,0.33
0.01,-0.92,0.33
0.03,-0.93,0.34
0.02,-0.96,0.39
0.02,-0.96,0.4
0.01,-0.95,0.39
0.01,-0.92,0.38
-0.01,-0.86,0.32
-0.01,-0.86,0.3
0.03,-0.91,0.27
0.03,-0.92,0.25
0.03,-0.94,0.24
0.05,-0.96,0.25
0.05,-0.96,0.25
0.03,-0.93,0.25
0.02,-0.91,0.25
0.01,-0.86,0.26
0.01,-0.84,0.26
0.0,-0.82,0.28
0.01,-0.83,0.3
0.01,-0.85,0.32
0.02,-0.87,0.33
0.03,-0.99,0.34
0.05,-1.09,0.35
0.13,-1.53,0.43
0.22,-1.89,0.47
0.37,-2.65,0.53
0.36,-3.0,0.52
0.07,-3.0,0.3
-0.01,-2.61,0.27
-0.09,-1.38,0.32
-0.11,-0.74,0.37
-0.08,0.48,0.49
-0.07,0.93,0.57
-0.15,1.19,0.48
-0.16,1.07,0.34
-0.21,0.62,0.11
-0.23,0.39,0.07
-0.16,-0.09,0.16
-0.1,-0.37,0.27
0.01,-0.94,0.44
0.02,-1.15,0.46
-0.01,-1.28,0.41
-0.09,-1.3,0.37
-0.14,-1.29,0.32
-0.22,-1.19,0.23
-0.24,-1.12,0.22
-0.23,-1.0,0.26
-0.24,-0.95,0.27
-0.22,-0.84,0.29
-0.21,-0.82,0.3
-0.2,-0.8,0.32
-0.2,-0.79,0.32
