ax,ay,az
0.65,-0.8,0.64
0.68,-0.83,0.69
0.67,-0.79,0.81
0.66,-0.76,0.88
0.65,-0.68,0.94
0.65,-0.67,0.94
0.64,-0.65,0.87
0.63,-0.57,0.84
0.6,-0.51,0.85
0.55,-0.34,0.87
0.54,-0.27,0.89
0.59,-0.08,0.98
0.58,-0.03,1.04
0.58,0.02,1.1
0.59,0.03,1.1
0.54,0.04,1.06
0.54,0.04,1.03
0.54,0.05,1.12
0.55,0.06,1.15
0.56,0.08,1.21
0.54,0.1,1.25
0.5,0.16,1.2
0.48,0.18,1.14
0.43,0.21,1.05
0.41,0.21,1.02
0.37,0.23,0.98
0.35,0.24,0.95
0.3,0.29,0.91
0.29,0.28,0.91
0.28,0.33,0.92
0.27,0.38,0.91
0.21,0.52,0.82
0.21,0.6,0.76
0.21,0.66,0.69
0.2,0.66,0.67
0.2,0.65,0.68
0.17,0.67,0.71
0.17,0.66,0.77
0.21,0.6,0.82
0.2,0.56,0.83
0.18,0.5,0.79
0.18,0.49,0.78
0.13,0.47,0.7
0.11,0.49,0.66
0.07,0.53,0.53
0.04,0.53,0.47
0.01,0.51,0.4
0.0,0.5,0.4
-0.02,0.49,0.48
-0.02,0.49,0.53
-0.02,0.47,0.59
-0.03,0.45,0.57
-0.03,0.4,0.6
-0.04,0.4,0.58
-0.08,0.38,0.51
-0.09,0.39,0.5
-0.1,0.48,0.48
-0.11,0.52,0.5
-0.1,0.56,0.52
-0.1,0.59,0.51
-0.12,0.64,0.51
-0.13,0.69,0.49
-0.14,0.73,0.46
-0.16,0.75,0.43
-0.16,0.73,0.44
-0.15,0.72,0.47
-0.13,0.66,0.52
-0.13,0.65,0.52
-0.12,0.66,0.57
-0.13,0.69,0.59
-0.14,0.73,0.61
-0.16,0.84,0.63
-0.15,0.94,0.64
-0.08,1.18,0.64
-0.07,1.24,0.54
0.22,0.52,0.43
0.13,-0.13,0.47
0.05,-2.54,1.52
0.04,-1.6,1.82
-0.57,0.93,0.58
-0.67,0.29,-0.05
-0.48,-1.21,-0.94
-0.19,-1.44,-0.75
0.28,-1.3,0.13
0.24,-1.07,0.47
0.17,-0.61,1.26
0.18,-0.56,1.51
0.08,-0.69,1.22
0.08,-0.79,0.93
0.0,-0.85,0.47
-0.1,-0.85,0.26
-0.18,-0.86,0.06
-0.15,-0.86,0.1
-0.06,-0.86,0.34
-0.05,-0.83,0.47
-0.04,-0.72,0.7
-0.04,-0.71,0.75
0.02,-0.69,0.82
-0.01,-0.68,0.83
-0.05,-0.65,0.66
