ax,ay,az
0.04,0.39,0.92
0.04,0.38,0.9
0.04,0.38,0.89
0.04,0.4,0.87
0.04,0.41,0.86
0.04,0.41,0.86
0.04,0.41,0.86
0.05,0.41,0.85
0.04,0.4,0.86
0.05,0.39,0.86
0.06,0.36,0.87
0.06,0.35,0.88
0.06,0.3,0.87
0.06,0.28,0.86
0.08,0.24,0.86
0.1,0.22,0.88
0.14,0.23,0.94
0.13,0.22,0.96
0.14,0.19,0.99
0.16,0.2,1.02
0.17,0.18,1.03
0.19,0.17,1.04
0.17,0.16,1.07
0.16,0.14,1.08
0.17,0.08,1.07
0.16,0.07,1.04
0.15,0.06,1.02
0.15,0.07,1.01
0.15,0.08,1.0
0.15,0.08,0.99
0.14,0.09,0.96
0.15,0.09,0.95
0.17,0.09,0.93
0.17,0.1,0.92
0.2,0.1,0.93
0.22,0.1,0.95
0.24,0.11,1.01
0.25,0.12,1.02
0.24,0.11,1.01
0.22,0.08,0.98
0.23,0.08,0.96
0.24,0.08,0.93
0.24,0.06,0.92
0.24,0.04,0.91
0.24,0.02,0.91
0.24,-0.01,0.93
0.25,-0.02,0.93
0.27,-0.04,0.96
0.26,-0.04,0.98
0.25,-0.04,0.99
0.24,-0.05,0.99
0.23,-0.07,0.97
0.23,-0.07,0.97
0.22,-0.06,0.95
0.21,-0.05,0.94
0.19,-0.05,0.89
0.18,-0.05,0.88
0.17,-0.05,0.88
0.18,-0.05,0.88
0.19,-0.04,0.89
0.18,-0.04,0.9
0.18,-0.03,0.93
0.19,-0.04,0.93
0.19,-0.05,0.91
0.19,-0.05,0.89
0.19,-0.07,0.85
0.2,-0.08,0.84
0.2,-0.08,0.83
0.21,-0.08,0.83
0.22,-0.08,0.83
0.3,0.04,0.86
0.43,0.27,1.0
0.06,0.76,1.59
-0.23,0.73,1.59
0.05,0.18,1.03
0.0,-0.2,0.12
0.06,0.15,-0.36
0.18,0.93,0.06
0.19,1.68,1.18
0.15,1.35,1.33
0.18,0.37,1.08
0.16,0.23,0.83
0.14,0.68,0.69
0.05,0.85,0.66
-0.04,0.99,0.5
-0.06,0.97,0.46
-0.03,0.95,0.37
-0.03,0.93,0.35
0.0,0.77,0.34
-0.0,0.69,0.35
0.04,0.67,0.48
0.05,0.69,0.55
0.07,0.75,0.64
0.08,0.77,0.65
0.07,0.81,0.63
0.06,0.82,0.59
0.04,0.82,0.53
0.03,0.83,0.51
0.03,0.84,0.5
0.02,0.87,0.49
